period;position;party;name;n.position;interval;date;month;check;dupes;check2
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;1;NA;NA;2007-09-01;1; 965;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;1;NA;NA;2007-10-01;1; 966;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;1;NA;NA;2007-11-01;1; 967;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;date.start;2007-12-28;2007-12-01;2; 968;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-01-01;1; 969;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-02-01;1; 970;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-03-01;1; 971;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-04-01;1; 972;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-05-01;1; 973;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;NA;NA;2008-06-01;1; 974;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;SLOBODAN PUHALAC;2;date.end;2008-07-07;2008-07-01;1; 975;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;date.start;2008-08-05;2008-08-01;1; 976;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2008-09-01;1; 977;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2008-10-01;1; 978;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2008-11-01;1; 979;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2008-12-01;1; 980;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-01-01;1; 981;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-02-01;1; 982;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-03-01;1; 983;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-04-01;1; 984;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-05-01;1; 985;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-06-01;1; 986;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-07-01;1; 987;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-08-01;1; 988;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-09-01;1; 989;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-10-01;1; 990;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-11-01;1; 991;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2009-12-01;1; 992;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-01-01;1; 993;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-02-01;1; 994;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-03-01;1; 995;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-04-01;1; 996;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-05-01;1; 997;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-06-01;1; 998;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-07-01;1; 999;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-08-01;1;1000;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-09-01;1;1001;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-10-01;1;1002;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-11-01;1;1003;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2010-12-01;1;1004;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-01-01;1;1005;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-02-01;1;1006;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-03-01;1;1007;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-04-01;1;1008;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-05-01;1;1009;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-06-01;1;1010;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-07-01;1;1011;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-08-01;1;1012;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-09-01;1;1013;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-10-01;1;1014;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-11-01;1;1015;0
RAZDOBLJE 2006. – 2010. godine;Foreign Trade and Economic Relations;SNSD;Mladen Zirojevica;3;NA;NA;2011-12-01;1;1016;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;date.start;2007-01-11;2007-01-01;2;1211;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-02-01;1;1212;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-03-01;1;1213;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-04-01;1;1214;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-05-01;1;1215;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-06-01;1;1216;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-07-01;1;1217;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-08-01;1;1218;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-09-01;1;1219;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-10-01;1;1220;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;1;NA;NA;2007-11-01;1;1221;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;date.start;2007-12-28;2007-12-01;2;1222;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-01-01;1;1223;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-02-01;1;1224;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-03-01;1;1225;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-04-01;1;1226;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-05-01;1;1227;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-06-01;1;1228;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-07-01;1;1229;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-08-01;1;1230;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-09-01;1;1231;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-10-01;1;1232;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-11-01;1;1233;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2008-12-01;1;1234;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-01-01;1;1235;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-02-01;1;1236;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-03-01;1;1237;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-04-01;1;1238;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-05-01;1;1239;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-06-01;1;1240;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-07-01;1;1241;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-08-01;1;1242;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-09-01;1;1243;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-10-01;1;1244;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-11-01;1;1245;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2009-12-01;1;1246;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-01-01;1;1247;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-02-01;1;1248;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-03-01;1;1249;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-04-01;1;1250;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-05-01;1;1251;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-06-01;1;1252;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-07-01;1;1253;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-08-01;1;1254;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-09-01;1;1255;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-10-01;1;1256;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-11-01;1;1257;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2010-12-01;1;1258;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-01-01;1;1259;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-02-01;1;1260;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-03-01;1;1261;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-04-01;1;1262;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-05-01;1;1263;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-06-01;1;1264;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-07-01;1;1265;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-08-01;1;1266;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-09-01;1;1267;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-10-01;1;1268;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-11-01;1;1269;0
RAZDOBLJE 2006. – 2010. godine;Finance and Treasury;HDZ;DRAGAN VRANKIĆ;2;NA;NA;2011-12-01;1;1270;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;date.start;2007-01-11;2007-01-01;2;1435;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-02-01;1;1436;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-03-01;1;1437;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-04-01;1;1438;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-05-01;1;1439;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-06-01;1;1440;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-07-01;1;1441;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-08-01;1;1442;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-09-01;1;1443;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-10-01;1;1444;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;1;NA;NA;2007-11-01;1;1445;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;date.start;2007-12-28;2007-12-01;2;1446;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-01-01;1;1447;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-02-01;1;1448;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-03-01;1;1449;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-04-01;1;1450;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-05-01;1;1451;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-06-01;1;1452;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-07-01;1;1453;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-08-01;1;1454;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-09-01;1;1455;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-10-01;1;1456;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-11-01;1;1457;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2008-12-01;1;1458;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-01-01;1;1459;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-02-01;1;1460;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-03-01;1;1461;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-04-01;1;1462;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-05-01;1;1463;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-06-01;1;1464;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-07-01;1;1465;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-08-01;1;1466;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-09-01;1;1467;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-10-01;1;1468;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-11-01;1;1469;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2009-12-01;1;1470;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-01-01;1;1471;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-02-01;1;1472;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-03-01;1;1473;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-04-01;1;1474;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-05-01;1;1475;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-06-01;1;1476;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-07-01;1;1477;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-08-01;1;1478;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-09-01;1;1479;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-10-01;1;1480;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-11-01;1;1481;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2010-12-01;1;1482;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-01-01;1;1483;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-02-01;1;1484;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-03-01;1;1485;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-04-01;1;1486;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-05-01;1;1487;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-06-01;1;1488;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-07-01;1;1489;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-08-01;1;1490;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-09-01;1;1491;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-10-01;1;1492;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-11-01;1;1493;0
RAZDOBLJE 2006. – 2010. godine;Human Rights and Refugees;SDA;SAFET HALILOVIĆ;2;NA;NA;2011-12-01;1;1494;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;date.start;2007-01-11;2007-01-01;2;1626;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-02-01;1;1627;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-03-01;1;1628;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-04-01;1;1629;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-05-01;1;1630;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-06-01;1;1631;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-07-01;1;1632;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-08-01;1;1633;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-09-01;1;1634;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-10-01;1;1635;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;1;NA;NA;2007-11-01;1;1636;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;date.start;2007-12-28;2007-12-01;2;1637;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-01-01;1;1638;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-02-01;1;1639;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-03-01;1;1640;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-04-01;1;1641;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-05-01;1;1642;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-06-01;1;1643;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-07-01;1;1644;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-08-01;1;1645;0
RAZDOBLJE 2006. – 2010. godine;Justice;HDZ;BARIŠA ČOLAK;2;NA;NA;2008-09-01;1;1646;0
