year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Visoko,116,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,10,10,0,0,0,"0,05",0,,
2012,Visoko,116,49,ZAVICAJNI SOCIJALDEMOKRATI MILE MARCETA,3,3,0,0,0,"0,02",0,,
2012,Breza,117,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1628,1593,1,34,0,"22,51",5,,
2012,Breza,117,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1064,1046,1,17,0,"14,71",3,,
2012,Breza,117,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,981,966,2,13,0,"13,56",3,,
2012,Breza,117,4,STRANKA ZA BOSNU I HERCEGOVINU,963,958,0,5,0,"13,31",3,,
2012,Breza,117,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,487,481,0,6,0,"6,73",2,,
2012,Breza,117,1,BPS-SEFER HALILOVIC,474,468,0,6,0,"6,55",1,,
2012,Breza,117,502,NARODNA STRANKA RADOM ZA BOLJITAK,371,365,0,6,0,"5,13",1,,
2012,Breza,117,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,357,348,1,8,0,"4,94",1,,
2012,Breza,117,1177,STRANKA ZA NAROD BOSNE I HERCEGOVINE,341,336,1,4,0,"4,71",1,,
2012,Breza,117,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,299,297,0,2,0,"4,13",1,,
2012,Breza,117,1533,NEFIC ALIJA - NEZAVISNI KANDIDAT,104,101,2,1,0,"1,44",0,,
2012,Breza,117,1498,MURATOVIC AMIR - NEZAVISNI KANDIDAT,89,89,0,0,0,"1,23",0,,
2012,Breza,117,1341,CIZMO MERSAD - NEZAVISNI KANDIDAT,75,69,0,6,0,"1,04",0,,
2012,Ilijas,118,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3202,3160,17,24,1,"31,40",9,,
2012,Ilijas,118,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1319,1304,5,10,0,"12,93",4,,
2012,Ilijas,118,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1255,1236,18,1,0,"12,31",4,,
2012,Ilijas,118,1007,POLITICKA ORGANIZACIJA GRADANA SNAGA BOSNE,807,802,2,3,0,"7,91",2,,
2012,Ilijas,118,3,STRANKA ZA SREDNJE,627,622,0,5,0,"6,15",2,,
2012,Ilijas,118,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,562,561,0,1,0,"5,51",2,,
2012,Ilijas,118,1,BPS-SEFER HALILOVIC,519,511,3,5,0,"5,09",1,,
2012,Ilijas,118,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,447,447,0,0,0,"4,38",1,,
2012,Ilijas,118,4,STRANKA ZA BOSNU I HERCEGOVINU,273,264,9,0,0,"2,68",0,,
2012,Ilijas,118,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,250,249,0,1,0,"2,45",0,,
2012,Ilijas,118,502,NARODNA STRANKA RADOM ZA BOLJITAK,235,229,0,6,0,"2,30",0,,
2012,Ilijas,118,1638,HRVATSKA DEMOKRATSKA ZAJEDNICA BIH I HRVATSKA SELJACKA STRANKA,195,163,8,24,0,"1,91",0,,
2012,Ilijas,118,877,NASA STRANKA,187,186,0,1,0,"1,83",0,,
2012,Ilijas,118,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,152,151,0,1,0,"1,49",0,,
2012,Ilijas,118,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,96,96,0,0,0,"0,94",0,,
2012,Ilijas,118,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,54,53,0,1,0,"0,53",0,,
2012,Ilijas,118,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,19,19,0,0,0,"0,19",0,,
2012,Ilijas,118,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,0,0,0,0,0,"0,00",0,,
2012,Sokolac,121,18,SDS-SRPSKA DEMOKRATSKA STRANKA,3441,3411,0,30,0,"48,10",10,,
2012,Sokolac,121,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1485,1473,0,12,0,"20,76",5,,
2012,Sokolac,121,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,874,862,5,7,0,"12,22",3,,
2012,Sokolac,121,461,DNS-DEMOKRATSKI NARODNI SAVEZ,434,434,0,0,0,"6,07",1,,
2012,Sokolac,121,1200,SRPSKA NAPREDNA STRANKA,337,336,0,1,0,"4,71",1,,
2012,Sokolac,121,90,SDA-STRANKA DEMOKRATSKE AKCIJE,167,105,1,61,0,"2,33",0,,
2012,Sokolac,121,1186,NOVA SOCIJALISTICKA PARTIJA,126,125,0,1,0,"1,76",0,,
2012,Sokolac,121,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,98,95,0,3,0,"1,37",0,,
2012,Sokolac,121,74,SOCIJALISTICKA PARTIJA,89,89,0,0,0,"1,24",0,,
2012,Sokolac,121,561,NARODNA DEMOKRATSKA STRANKA,88,87,0,1,0,"1,23",0,,
2012,Sokolac,121,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,5,4,0,1,0,"0,07",0,,
2012,Sokolac,121,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,4,3,1,0,0,"0,06",0,,
2012,Sokolac,121,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,3,3,0,0,0,"0,04",0,,
2012,Sokolac,121,502,NARODNA STRANKA RADOM ZA BOLJITAK,3,3,0,0,0,"0,04",0,,
2012,Sokolac,121,20424,ZEKIC MILADINKA - SDS-SRPSKA DEMOKRATSKA STRANKA,164,164,0,0,0,-,1,,
2012,Sokolac,121,25179,MALOVIC DRAGICA - SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,63,63,0,0,0,-,0,,
2012,Sokolac,121,33155,BARTULA PREDRAG - SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),55,54,0,1,0,-,0,,
2012,Sokolac,121,18497,SCEKIC TOMO - NOVA SOCIJALISTICKA PARTIJA,11,11,0,0,0,-,0,,
2012,Han Pijesak,123,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,828,812,0,16,0,"35,26",6,,
2012,Han Pijesak,123,18,SDS-SRPSKA DEMOKRATSKA STRANKA,772,741,0,30,1,"32,88",5,,
2012,Han Pijesak,123,461,DNS-DEMOKRATSKI NARODNI SAVEZ,181,177,0,4,0,"7,71",1,,
2012,Han Pijesak,123,1602,NEZAVISNA LISTA ZA HAN PIJESAK,131,126,0,5,0,"5,58",1,,
2012,Han Pijesak,123,74,SOCIJALISTICKA PARTIJA,100,95,2,3,0,"4,26",1,,
2012,Han Pijesak,123,1408,GOLIJAN MILE - NEZAVISNI KANDIDAT,100,97,0,3,0,"4,26",1,,
2012,Han Pijesak,123,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,67,46,2,19,0,"2,85",0,,
2012,Han Pijesak,123,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,58,55,0,3,0,"2,47",0,,
2012,Han Pijesak,123,1288,TERZIC RADE - NEZAVISNI KANDIDAT,53,51,0,2,0,"2,26",0,,
2012,Han Pijesak,123,561,NARODNA DEMOKRATSKA STRANKA,52,52,0,0,0,"2,21",0,,
2012,Han Pijesak,123,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,6,6,0,0,0,"0,26",0,,
2012,Tomislavgrad,124,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2945,2905,21,16,3,"34,92",9,,
2012,Tomislavgrad,124,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,2385,2366,11,8,0,"28,28",7,,
2012,Tomislavgrad,124,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,879,869,3,7,0,"10,42",3,,
2012,Tomislavgrad,124,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,544,534,9,1,0,"6,45",2,,
2012,Tomislavgrad,124,90,SDA-STRANKA DEMOKRATSKE AKCIJE,535,458,67,9,1,"6,34",2,,
2012,Tomislavgrad,124,366,HSS-NHI,492,491,0,0,1,"5,83",1,,
2012,Tomislavgrad,124,1257,HRVATSKA CISTA STRANKA PRAVA BOSNE I HERCEGOVINE,275,273,1,1,0,"3,26",1,,
2012,Tomislavgrad,124,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,165,160,5,0,0,"1,96",0,,
2012,Tomislavgrad,124,4,STRANKA ZA BOSNU I HERCEGOVINU,104,104,0,0,0,"1,23",0,,
2012,Tomislavgrad,124,518,HRVATSKI PRAVASKI BLOK BIH,60,60,0,0,0,"0,71",0,,
2012,Tomislavgrad,124,502,NARODNA STRANKA RADOM ZA BOLJITAK,49,49,0,0,0,"0,58",0,,
2012,Prozor-Rama,125,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,2344,2319,5,16,4,"32,67",8,,
2012,Prozor-Rama,125,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2023,2005,0,14,4,"28,20",6,,
2012,Prozor-Rama,125,1616,SDA I BPS - UJEDINJENE PROBOSANSKE SNAGE/KOALICIJA ProBosna,783,725,35,23,0,"10,91",3,,
2012,Prozor-Rama,125,1585,HSP BIH - HSS S.RADIC - HRVATSKA KOALICIJA,758,650,99,8,1,"10,57",2,,
2012,Prozor-Rama,125,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,390,370,14,6,0,"5,44",1,,
2012,Prozor-Rama,125,4,STRANKA ZA BOSNU I HERCEGOVINU,221,216,3,1,1,"3,08",1,,
2012,Prozor-Rama,125,1177,STRANKA ZA NAROD BOSNE I HERCEGOVINE,203,199,2,2,0,"2,83",0,,
2012,Prozor-Rama,125,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,139,129,10,0,0,"1,94",0,,
2012,Prozor-Rama,125,502,NARODNA STRANKA RADOM ZA BOLJITAK,108,108,0,0,0,"1,51",0,,
2012,Prozor-Rama,125,1463,DOGIC MIRZA - NEZAVISNI KANDIDAT,107,106,0,1,0,"1,49",0,,
2012,Prozor-Rama,125,1241,HSP HERCEG-BOSNE,57,57,0,0,0,"0,79",0,,
2012,Prozor-Rama,125,1004,STRANKA PRAVDE I RAZVOJA BOSNE I HERCEGOVINE,41,41,0,0,0,"0,57",0,,
2012,Jablanica,126,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1407,1396,0,11,0,"23,24",5,,
2012,Jablanica,126,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1272,1246,7,19,0,"21,01",4,,
2012,Jablanica,126,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,860,846,4,10,0,"14,21",3,,
2012,Jablanica,126,4,STRANKA ZA BOSNU I HERCEGOVINU,388,382,4,2,0,"6,41",1,,
2012,Jablanica,126,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,258,258,0,0,0,"4,26",1,,
2012,Jablanica,126,1624,HDZ-KOALICIJA ZA JABLANICU,258,246,2,10,0,"4,26",1,,
2012,Jablanica,126,1446,SALCIN MAHIR - NEZAVISNI KANDIDAT,239,238,0,1,0,"3,95",1,,
2012,Jablanica,126,502,NARODNA STRANKA RADOM ZA BOLJITAK,209,209,0,0,0,"3,45",1,,
2012,Jablanica,126,1545,GUSIC SEFIK - NEZAVISNI KANDIDAT,205,203,0,2,0,"3,39",1,,
2012,Jablanica,126,1477,CILIC IDRIZ - NEZAVISNI KANDIDAT,200,199,1,0,0,"3,30",1,,
2012,Jablanica,126,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,138,138,0,0,0,"2,28",0,,
2012,Jablanica,126,1407,KUKOLJ SAFET - NEZAVISNI KANDIDAT,133,133,0,0,0,"2,20",0,,
2012,Jablanica,126,1,BPS-SEFER HALILOVIC,127,127,0,0,0,"2,10",0,,
2012,Jablanica,126,1480,COSIC DEMAL - NEZAVISNI KANDIDAT,103,102,0,1,0,"1,70",0,,
2012,Jablanica,126,1315,KEVRIC NEZIR - NEZAVISNI KANDIDAT,72,71,0,1,0,"1,19",0,,
2012,Jablanica,126,1221,DZAFER LETIC - NEZAVISNI KANDIDAT,61,59,0,2,0,"1,01",0,,
2012,Jablanica,126,1004,STRANKA PRAVDE I RAZVOJA BOSNE I HERCEGOVINE,56,56,0,0,0,"0,93",0,,
2012,Jablanica,126,1387,DELIJA MEHO - NEZAVISNI KANDIDAT,36,36,0,0,0,"0,59",0,,
2012,Jablanica,126,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,20,20,0,0,0,"0,33",0,,
2012,Jablanica,126,945,MESAREVIC RUKIJA - NEZAVISNI KANDIDAT,12,12,0,0,0,"0,20",0,,
2012,Konjic,127,90,SDA-STRANKA DEMOKRATSKE AKCIJE,4755,4693,40,20,2,"34,50",10,,
2012,Konjic,127,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,2889,2857,27,5,0,"20,96",6,,
2012,Konjic,127,4,STRANKA ZA BOSNU I HERCEGOVINU,1866,1841,16,9,0,"13,54",4,,
2012,Konjic,127,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1726,1721,0,5,0,"12,52",3,,
2012,Konjic,127,502,NARODNA STRANKA RADOM ZA BOLJITAK,835,835,0,0,0,"6,06",2,,
2012,Konjic,127,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,563,562,0,1,0,"4,09",1,,
2012,Konjic,127,1004,STRANKA PRAVDE I RAZVOJA BOSNE I HERCEGOVINE,434,431,3,0,0,"3,15",1,,
2012,Konjic,127,1623,HDZ - KOALICIJA ZA KONJIC,382,372,7,3,0,"2,77",0,,
2012,Konjic,127,1484,MANDZUKA AMEL - NEZAVISNI KANDIDAT,240,239,0,1,0,"1,74",0,,
2012,Konjic,127,1487,RUZIC IVICA - NEOVISNI KANDIDAT,59,56,2,1,0,"0,43",0,,
2012,Konjic,127,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,18,17,0,1,0,"0,13",0,,
2012,Konjic,127,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,14,14,0,0,0,"0,10",0,,
2012,Kresevo,129,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,1121,1088,4,29,0,"39,68",6,,
2012,Kresevo,129,502,NARODNA STRANKA RADOM ZA BOLJITAK,503,498,0,5,0,"17,81",3,,
2012,Kresevo,129,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,327,317,1,9,0,"11,58",2,,
2012,Kresevo,129,90,SDA-STRANKA DEMOKRATSKE AKCIJE,316,308,0,8,0,"11,19",2,,
2012,Kresevo,129,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,298,284,0,14,0,"10,55",1,,
2012,Kresevo,129,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,127,125,0,2,0,"4,50",1,,
2012,Kresevo,129,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,76,76,0,0,0,"2,69",0,,
2012,Kresevo,129,366,HSS-NHI,57,57,0,0,0,"2,02",0,,
2012,Hadzici,130,90,SDA-STRANKA DEMOKRATSKE AKCIJE,4269,4185,17,67,0,"35,52",10,,
2012,Hadzici,130,4,STRANKA ZA BOSNU I HERCEGOVINU,2029,1997,10,22,0,"16,88",5,,
2012,Hadzici,130,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1505,1478,6,21,0,"12,52",3,,
2012,Hadzici,130,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1309,1284,3,22,0,"10,89",3,,
2012,Hadzici,130,1,BPS-SEFER HALILOVIC,1224,1210,1,13,0,"10,18",3,,
2012,Hadzici,130,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,674,666,1,7,0,"5,61",2,,
2012,Hadzici,130,502,NARODNA STRANKA RADOM ZA BOLJITAK,450,445,2,3,0,"3,74",1,,
2012,Hadzici,130,1254,NOVI POKRET BOSNE I HERCEGOVINE,225,220,2,3,0,"1,87",0,,
2012,Hadzici,130,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,179,178,0,1,0,"1,49",0,,
2012,Hadzici,130,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,129,123,1,5,0,"1,07",0,,
2012,Hadzici,130,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,25,25,0,0,0,"0,21",0,,
2012,Ilidza,131,90,SDA-STRANKA DEMOKRATSKE AKCIJE,7416,7239,81,95,1,"27,81",8,,
2012,Ilidza,131,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,4365,4281,32,52,0,"16,37",5,,
2012,Ilidza,131,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,3379,3321,34,24,0,"12,67",4,,
2012,Ilidza,131,1256,NAPREDNA DEMOKRATSKA STRANKA,3025,2976,17,32,0,"11,34",3,,
2012,Ilidza,131,4,STRANKA ZA BOSNU I HERCEGOVINU,2487,2419,38,30,0,"9,33",3,,
2012,Ilidza,131,502,NARODNA STRANKA RADOM ZA BOLJITAK,1353,1337,5,11,0,"5,07",2,,
2012,Ilidza,131,1613,SDU BIH - SPU BIH - DEMOKRATSKI BLOK,985,967,12,6,0,"3,69",1,,
2012,Ilidza,131,877,NASA STRANKA,896,882,11,3,0,"3,36",1,,
2012,Ilidza,131,1,BPS-SEFER HALILOVIC,741,713,19,9,0,"2,78",0,,
2012,Ilidza,131,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,480,467,3,10,0,"1,80",0,,
2012,Ilidza,131,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,410,399,7,4,0,"1,54",0,,
2012,Ilidza,131,1618,"HDZ BIH, HSS-NHI, KOALICIJA ZA ILIDZU I STUP",277,268,2,7,0,"1,04",0,,
2012,Ilidza,131,1254,NOVI POKRET BOSNE I HERCEGOVINE,212,209,2,1,0,"0,80",0,,
2012,Ilidza,131,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,205,201,1,3,0,"0,77",0,,
2012,Ilidza,131,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,102,100,0,2,0,"0,38",0,,
2012,Ilidza,131,1255,VIZIONARSKO DEMOKRATSKA STRANKA,69,68,0,1,0,"0,26",0,,
2012,Ilidza,131,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,58,55,1,2,0,"0,22",0,,
2012,Ilidza,131,1268,SES - STRANKA ZA EVROPSKO SARAJEVO,55,51,4,0,0,"0,21",0,,
2012,Ilidza,131,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,40,40,0,0,0,"0,15",0,,
2012,Ilidza,131,731,EKOLOSKA STRANKA E5 - ZELENI,38,38,0,0,0,"0,14",0,,
2012,Ilidza,131,1276,KOMUNISTICKA PARTIJA,32,32,0,0,0,"0,12",0,,
2012,Ilidza,131,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,19,17,0,2,0,"0,07",0,,
2012,Ilidza,131,1287,FEJZIC SANELA - NEZAVISNI KANDIDAT,10,9,1,0,0,"0,04",0,,
2012,Ilidza,131,18,SDS-SRPSKA DEMOKRATSKA STRANKA,9,8,0,1,0,"0,03",0,,
2012,Ilidza,131,1310,DURIC MEVLUDIN - NEZAVISNI KANDIDAT,1,1,0,0,0,"0,00",0,,
2012,Istocna Ilidza,132,18,SDS-SRPSKA DEMOKRATSKA STRANKA,3624,3584,1,28,11,"39,34",11,,
2012,Istocna Ilidza,132,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2193,2137,13,34,9,"23,81",6,,
2012,Istocna Ilidza,132,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,1165,1087,60,13,5,"12,65",3,,
2012,Istocna Ilidza,132,561,NARODNA DEMOKRATSKA STRANKA,614,588,16,4,6,"6,67",2,,
2012,Istocna Ilidza,132,461,DNS-DEMOKRATSKI NARODNI SAVEZ,446,442,2,1,1,"4,84",1,,
2012,Istocna Ilidza,132,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,251,250,0,1,0,"2,73",0,,
2012,Istocna Ilidza,132,74,SOCIJALISTICKA PARTIJA,245,245,0,0,0,"2,66",0,,
2012,Istocna Ilidza,132,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,245,245,0,0,0,"2,66",0,,
2012,Istocna Ilidza,132,279,PARTIJA UJEDINJENIH PENZIONERA,135,134,0,1,0,"1,47",0,,
2012,Istocna Ilidza,132,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),111,110,0,1,0,"1,21",0,,
2012,Istocna Ilidza,132,1200,SRPSKA NAPREDNA STRANKA,96,95,0,1,0,"1,04",0,,
2012,Istocna Ilidza,132,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,35,35,0,0,0,"0,38",0,,
2012,Istocna Ilidza,132,502,NARODNA STRANKA RADOM ZA BOLJITAK,25,24,0,1,0,"0,27",0,,
2012,Istocna Ilidza,132,1436,STAJIC DUSKO - NEZAVISNI KANDIDAT,19,18,1,0,0,"0,21",0,,
2012,Istocna Ilidza,132,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,4,4,0,0,0,"0,04",0,,
2012,Istocna Ilidza,132,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,3,3,0,0,0,"0,03",0,,
2012,Novi Grad Sarajevo,133,90,SDA-STRANKA DEMOKRATSKE AKCIJE,14547,14377,85,85,0,"31,49",11,,
2012,Novi Grad Sarajevo,133,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,9752,9646,44,62,0,"21,11",8,,
2012,Novi Grad Sarajevo,133,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,6663,6592,40,31,0,"14,42",5,,
2012,Novi Grad Sarajevo,133,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,3434,3400,20,13,1,"7,43",3,,
2012,Novi Grad Sarajevo,133,877,NASA STRANKA,2611,2581,24,6,0,"5,65",2,,
2012,Novi Grad Sarajevo,133,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,1795,1783,2,10,0,"3,89",1,,
2012,Novi Grad Sarajevo,133,1,BPS-SEFER HALILOVIC,1670,1651,8,11,0,"3,62",1,,
2012,Novi Grad Sarajevo,133,4,STRANKA ZA BOSNU I HERCEGOVINU,951,924,22,5,0,"2,06",0,,
2012,Novi Grad Sarajevo,133,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,875,859,2,14,0,"1,89",0,,
2012,Novi Grad Sarajevo,133,502,NARODNA STRANKA RADOM ZA BOLJITAK,728,716,7,5,0,"1,58",0,,
2012,Novi Grad Sarajevo,133,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,622,619,3,0,0,"1,35",0,,
2012,Novi Grad Sarajevo,133,1254,NOVI POKRET BOSNE I HERCEGOVINE,509,505,1,3,0,"1,10",0,,
2012,Novi Grad Sarajevo,133,1268,SES - STRANKA ZA EVROPSKO SARAJEVO,497,494,0,3,0,"1,08",0,,
2012,Novi Grad Sarajevo,133,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,280,275,4,1,0,"0,61",0,,
2012,Novi Grad Sarajevo,133,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,252,250,0,2,0,"0,55",0,,
2012,Novi Grad Sarajevo,133,1285,NEZAVISNA LISTA - ZA MOJ GRAD,236,235,1,0,0,"0,51",0,,
2012,Novi Grad Sarajevo,133,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,194,190,0,4,0,"0,42",0,,
2012,Novi Grad Sarajevo,133,1255,VIZIONARSKO DEMOKRATSKA STRANKA,153,153,0,0,0,"0,33",0,,
2012,Novi Grad Sarajevo,133,731,EKOLOSKA STRANKA E5 - ZELENI,93,91,1,1,0,"0,20",0,,
2012,Novi Grad Sarajevo,133,1338,DEDIC HARIS - NEZAVISNI KANDIDAT,88,88,0,0,0,"0,19",0,,
2012,Novi Grad Sarajevo,133,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,78,75,1,2,0,"0,17",0,,
2012,Novi Grad Sarajevo,133,18,SDS-SRPSKA DEMOKRATSKA STRANKA,64,61,0,3,0,"0,14",0,,
2012,Novi Grad Sarajevo,133,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,51,48,2,1,0,"0,11",0,,
2012,Novi Grad Sarajevo,133,1004,STRANKA PRAVDE I RAZVOJA BOSNE I HERCEGOVINE,48,47,0,1,0,"0,10",0,,
2012,Vogosca,135,90,SDA-STRANKA DEMOKRATSKE AKCIJE,4833,4747,29,57,0,"39,10",11,,
2012,Vogosca,135,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,2068,2043,4,21,0,"16,73",4,,
2012,Vogosca,135,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1525,1502,14,9,0,"12,34",3,,
2012,Vogosca,135,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1151,1136,13,2,0,"9,31",3,,
2012,Vogosca,135,4,STRANKA ZA BOSNU I HERCEGOVINU,699,678,15,6,0,"5,66",2,,
2012,Vogosca,135,1,BPS-SEFER HALILOVIC,582,574,4,4,0,"4,71",1,,
2012,Vogosca,135,877,NASA STRANKA,415,410,3,2,0,"3,36",1,,
2012,Vogosca,135,502,NARODNA STRANKA RADOM ZA BOLJITAK,283,281,0,2,0,"2,29",0,,
2012,Vogosca,135,1254,NOVI POKRET BOSNE I HERCEGOVINE,238,236,2,0,0,"1,93",0,,
2012,Vogosca,135,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,174,169,3,2,0,"1,41",0,,
2012,Vogosca,135,1255,VIZIONARSKO DEMOKRATSKA STRANKA,134,133,1,0,0,"1,08",0,,
2012,Vogosca,135,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,117,116,1,0,0,"0,95",0,,
2012,Vogosca,135,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,74,68,0,6,0,"0,60",0,,
2012,Vogosca,135,731,EKOLOSKA STRANKA E5 - ZELENI,67,67,0,0,0,"0,54",0,,
2012,Centar Sarajevo,136,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,6419,6298,26,95,0,"24,78",9,,
