year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Gracanica,44,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,928,920,0,8,0,"3,67",1,,
2012,Gracanica,44,877,NASA STRANKA,926,925,1,0,0,"3,66",1,,
2012,Gracanica,44,4,STRANKA ZA BOSNU I HERCEGOVINU,591,589,1,1,0,"2,34",0,,
2012,Gracanica,44,502,NARODNA STRANKA RADOM ZA BOLJITAK,333,332,1,0,0,"1,32",0,,
2012,Gracanica,44,866,SUND BIH,19,19,0,0,0,"0,08",0,,
2012,Petrovo,45,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1414,1354,47,12,1,"32,88",6,,
2012,Petrovo,45,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,947,933,7,4,3,"22,02",4,,
2012,Petrovo,45,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,367,361,0,5,1,"8,53",2,,
2012,Petrovo,45,279,PARTIJA UJEDINJENIH PENZIONERA,352,351,0,1,0,"8,18",1,,
2012,Petrovo,45,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,319,312,6,0,1,"7,42",1,,
2012,Petrovo,45,74,SOCIJALISTICKA PARTIJA,299,297,0,2,0,"6,95",1,,
2012,Petrovo,45,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,256,252,2,2,0,"5,95",1,,
2012,Petrovo,45,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,252,249,0,3,0,"5,86",1,,
2012,Petrovo,45,461,DNS-DEMOKRATSKI NARODNI SAVEZ,95,93,0,2,0,"2,21",0,,
2012,Lukavac,47,90,SDA-STRANKA DEMOKRATSKE AKCIJE,7665,7614,27,24,0,"37,60",13,,
2012,Lukavac,47,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,3460,3445,5,10,0,"16,97",6,,
2012,Lukavac,47,4,STRANKA ZA BOSNU I HERCEGOVINU,3149,3138,8,3,0,"15,45",5,,
2012,Lukavac,47,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,2002,1995,3,4,0,"9,82",3,,
2012,Lukavac,47,1611,SDU BIH - SPU BIH - DEMOKRATSKI BLOK,806,803,2,1,0,"3,95",1,,
2012,Lukavac,47,1,BPS-SEFER HALILOVIC,695,695,0,0,0,"3,41",1,,
2012,Lukavac,47,502,NARODNA STRANKA RADOM ZA BOLJITAK,604,599,0,5,0,"2,96",0,,
2012,Lukavac,47,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,488,463,9,16,0,"2,39",0,,
2012,Lukavac,47,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,432,425,0,7,0,"2,12",0,,
2012,Lukavac,47,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,272,271,0,1,0,"1,33",0,,
2012,Lukavac,47,1252,SNAGA EKONOMSKOG POKRETA U BIH,251,251,0,0,0,"1,23",0,,
2012,Lukavac,47,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,176,161,0,15,0,"0,86",0,,
2012,Lukavac,47,866,SUND BIH,146,146,0,0,0,"0,72",0,,
2012,Lukavac,47,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,113,110,2,1,0,"0,55",0,,
2012,Lukavac,47,1476,KUDUZOVIC JASMINA - NEZAVISNI KANDIDAT,61,61,0,0,0,"0,30",0,,
2012,Lukavac,47,1284,LUKIC MARIJAN - NEZAVISNI KANDIDAT,38,38,0,0,0,"0,19",0,,
2012,Lukavac,47,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,28,28,0,0,0,"0,14",0,,
2012,Lukavac,47,27908,SULJIC MEHMED - NEZAVISNI KANDIDAT,200,198,0,2,0,-,1,y,y
2012,Lukavac,47,24370,FRLJANOVIC RAMIZ - SDA-STRANKA DEMOKRATSKE AKCIJE,101,87,0,14,0,-,1,y,n
2012,Lukavac,47,16736,PRELIC SANEL - SDA-STRANKA DEMOKRATSKE AKCIJE,86,84,2,0,0,-,0,y,n
2012,Lukavac,47,13914,MURSELOVIC ADNAN - STRANKA ZA BOSNU I HERCEGOVINU,60,58,2,0,0,-,0,y,n
2012,Lukavac,47,9446,SARAJLIC INDIJANA - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,59,59,0,0,0,-,0,y,n
2012,Lukavac,47,22494,PEJIC TAMARA - HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,35,35,0,0,0,-,0,y,n
2012,Lukavac,47,25724,MURSELOVIC SAMIR - STRANKA ZA BOSNU I HERCEGOVINU,24,24,0,0,0,-,0,y,n
2012,Lukavac,47,27910,SULJIC ALAGA - NEZAVISNI KANDIDAT,23,23,0,0,0,-,0,y,n
2012,Lukavac,47,13709,FRLJANOVIC MINA - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,21,21,0,0,0,-,0,y,n
2012,Srebrenik,49,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6906,6869,21,16,0,"33,93",10,,
2012,Srebrenik,49,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,5208,5191,8,9,0,"25,59",7,,
2012,Srebrenik,49,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,1605,1605,0,0,0,"7,89",2,,
2012,Srebrenik,49,1,BPS-SEFER HALILOVIC,1567,1563,3,1,0,"7,70",2,,
2012,Srebrenik,49,4,STRANKA ZA BOSNU I HERCEGOVINU,1367,1361,4,2,0,"6,72",2,,
2012,Srebrenik,49,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,1261,1255,6,0,0,"6,20",2,,
2012,Srebrenik,49,502,NARODNA STRANKA RADOM ZA BOLJITAK,1072,1071,0,1,0,"5,27",2,,
2012,Srebrenik,49,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,785,784,1,0,0,"3,86",1,,
2012,Srebrenik,49,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,372,364,8,0,0,"1,83",0,,
2012,Srebrenik,49,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,105,105,0,0,0,"0,52",0,,
2012,Srebrenik,49,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,63,61,1,1,0,"0,31",0,,
2012,Srebrenik,49,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,26,26,0,0,0,"0,13",0,,
2012,Srebrenik,49,1252,SNAGA EKONOMSKOG POKRETA U BIH,18,18,0,0,0,"0,09",0,,
2012,Srebrenik,49,9558,BAFCARI ALEN - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,124,124,0,0,0,-,1,y,y
2012,Srebrenik,49,27058,DADANOVIC SEAD - NARODNA STRANKA RADOM ZA BOLJITAK,94,94,0,0,0,-,0,y,n
2012,Srebrenik,49,27798,SEJFIJI MUHAMED - NEZAVISNI KANDIDAT,55,55,0,0,0,-,0,y,n
2012,Srebrenik,49,18086,IBRAIMI MEVLJUDIN - SDA-STRANKA DEMOKRATSKE AKCIJE,36,36,0,0,0,-,0,y,n
2012,Srebrenik,49,13786,BAJROVIC NEDZAD - BPS-SEFER HALILOVIC,32,32,0,0,0,-,0,y,n
2012,Srebrenik,49,34946,BECIROVIC NERMIN - LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,13,13,0,0,0,-,0,y,n
2012,Srebrenik,49,32422,GASI SEAD - EKOLOSKA STRANKA E5 - ZELENI,8,8,0,0,0,-,0,y,n
2012,Srebrenik,49,29002,HALITI JUSUF - GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,4,4,0,0,0,-,0,y,n
2012,Tuzla,50,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,12502,12358,43,101,0,"30,72",10,,
2012,Tuzla,50,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6923,6868,33,22,0,"17,01",6,,
2012,Tuzla,50,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,4784,4750,20,14,0,"11,76",4,,
2012,Tuzla,50,502,NARODNA STRANKA RADOM ZA BOLJITAK,3834,3819,3,12,0,"9,42",3,,
2012,Tuzla,50,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,2941,2917,9,15,0,"7,23",2,,
2012,Tuzla,50,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2609,2587,3,19,0,"6,41",2,,
2012,Tuzla,50,1581,TUZLANSKA ALTERNATIVA,2476,2470,3,3,0,"6,08",2,,
2012,Tuzla,50,4,STRANKA ZA BOSNU I HERCEGOVINU,1237,1226,8,3,0,"3,04",1,,
2012,Tuzla,50,877,NASA STRANKA,881,873,8,0,0,"2,16",0,,
2012,Tuzla,50,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,432,430,1,1,0,"1,06",0,,
2012,Tuzla,50,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,360,348,0,12,0,"0,88",0,,
2012,Tuzla,50,1252,SNAGA EKONOMSKOG POKRETA U BIH,349,347,1,1,0,"0,86",0,,
2012,Tuzla,50,1,BPS-SEFER HALILOVIC,313,311,1,1,0,"0,77",0,,
2012,Tuzla,50,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,241,239,0,2,0,"0,59",0,,
2012,Tuzla,50,1177,STRANKA ZA NAROD BOSNE I HERCEGOVINE,218,216,0,2,0,"0,54",0,,
2012,Tuzla,50,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,190,185,2,3,0,"0,47",0,,
2012,Tuzla,50,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,97,97,0,0,0,"0,24",0,,
2012,Tuzla,50,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,90,86,1,3,0,"0,22",0,,
2012,Tuzla,50,1224,STRANKA VETERANA BOSNE I HERCEGOVINE,88,88,0,0,0,"0,22",0,,
2012,Tuzla,50,1500,FERIZOVIC IZUDIN - NEZAVISNI KANDIDAT,85,85,0,0,0,"0,21",0,,
2012,Tuzla,50,18,SDS-SRPSKA DEMOKRATSKA STRANKA,21,20,0,1,0,"0,05",0,,
2012,Tuzla,50,1471,SEKULIC VIDOSAV - NEZAVISNI KANDIDAT,12,12,0,0,0,"0,03",0,,
2012,Tuzla,50,1414,MUJEZINOVIC SEDAD - NEZAVISNI KANDIDAT,10,9,0,1,0,"0,02",0,,
2012,Tuzla,50,9514,MUJIC MEHMED - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,404,403,0,1,0,-,1,y,y
2012,Tuzla,50,27912,JUSIC NEDZAD - NEZAVISNI KANDIDAT,397,393,2,2,0,-,0,y,n
2012,Tuzla,50,19132,JOSIPOVIC IVICA - KOMUNISTICKA PARTIJA,86,86,0,0,0,-,0,y,n
2012,Tuzla,50,27915,BAJRAMOVIC INDIRA - NEZAVISNI KANDIDAT,54,54,0,0,0,-,0,y,n
2012,Tuzla,50,29787,BEGOVIC JASMINKA - GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,27,26,1,0,0,-,0,y,n
2012,Celic,52,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2505,2468,26,10,1,"42,64",7,,
2012,Celic,52,4,STRANKA ZA BOSNU I HERCEGOVINU,1529,1523,0,4,2,"26,03",5,,
2012,Celic,52,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,603,598,5,0,0,"10,26",2,,
2012,Celic,52,502,NARODNA STRANKA RADOM ZA BOLJITAK,410,403,7,0,0,"6,98",1,,
2012,Celic,52,1,BPS-SEFER HALILOVIC,275,275,0,0,0,"4,68",1,,
2012,Celic,52,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,215,183,32,0,0,"3,66",1,,
2012,Celic,52,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,156,153,2,1,0,"2,66",0,,
2012,Celic,52,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,155,155,0,0,0,"2,64",0,,
2012,Celic,52,1240,SALKIC NUSRET - NEZAVISNI KANDIDAT,24,23,0,1,0,"0,41",0,,
2012,Celic,52,1401,SERIFOVIC EDIN - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,05",0,,
2012,Lopare,54,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2983,2884,81,13,5,"38,95",10,,
2012,Lopare,54,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1907,1893,2,10,2,"24,90",6,,
2012,Lopare,54,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,1165,1153,3,8,1,"15,21",4,,
2012,Lopare,54,74,SOCIJALISTICKA PARTIJA,651,649,1,1,0,"8,50",2,,
2012,Lopare,54,461,DNS-DEMOKRATSKI NARODNI SAVEZ,379,374,0,5,0,"4,95",1,,
2012,Lopare,54,561,NARODNA DEMOKRATSKA STRANKA,139,139,0,0,0,"1,82",0,,
2012,Lopare,54,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,127,127,0,0,0,"1,66",0,,
2012,Lopare,54,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,99,91,3,5,0,"1,29",0,,
2012,Lopare,54,90,SDA-STRANKA DEMOKRATSKE AKCIJE,96,92,1,3,0,"1,25",0,,
2012,Lopare,54,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,95,93,1,1,0,"1,24",0,,
2012,Lopare,54,1551,SMAJIC ZIJAD - NEZAVISNI KANDIDAT,9,9,0,0,0,"0,12",0,,
2012,Lopare,54,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7,7,0,0,0,"0,09",0,,
2012,Lopare,54,1291,REFORMSKA STRANKA,1,1,0,0,0,"0,01",0,,
2012,Teocak,55,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1999,1967,4,27,1,"56,17",8,,
2012,Teocak,55,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,446,435,9,1,1,"12,53",2,,
2012,Teocak,55,4,STRANKA ZA BOSNU I HERCEGOVINU,285,277,2,5,1,"8,01",1,,
2012,Teocak,55,1,BPS-SEFER HALILOVIC,244,238,2,3,1,"6,86",1,,
2012,Teocak,55,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,179,177,2,0,0,"5,03",1,,
2012,Teocak,55,502,NARODNA STRANKA RADOM ZA BOLJITAK,144,142,0,2,0,"4,05",1,,
2012,Teocak,55,1331,VELAGIC IBRO - NEZAVISNI KANDIDAT,130,130,0,0,0,"3,65",0,,
2012,Teocak,55,1384,MURATOVIC ABDULGAFAR - NEZAVISNI KANDIDAT,129,123,4,2,0,"3,62",0,,
2012,Teocak,55,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,3,1,2,0,0,"0,08",0,,
2012,Teocak,55,19463,BESIC IBRAHIM - SDA-STRANKA DEMOKRATSKE AKCIJE,72,72,0,0,0,-,1,,
2012,Teocak,55,9415,MORINA ASMIR - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,14,14,0,0,0,-,0,,
2012,Ugljevik,56,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,3544,3537,3,4,0,"33,68",8,,
2012,Ugljevik,56,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2856,2847,0,9,0,"27,14",7,,
2012,Ugljevik,56,1654,ZA UGLJEVIK SRPSKA RADIKALNA STRANKA RS - DP DRAGAN CAVIC,1468,1460,0,8,0,"13,95",3,,
2012,Ugljevik,56,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,676,674,0,2,0,"6,42",2,,
2012,Ugljevik,56,90,SDA-STRANKA DEMOKRATSKE AKCIJE,546,520,7,19,0,"5,19",1,,
2012,Ugljevik,56,74,SOCIJALISTICKA PARTIJA,493,485,0,8,0,"4,69",1,,
2012,Ugljevik,56,1200,SRPSKA NAPREDNA STRANKA,389,385,0,4,0,"3,70",1,,
2012,Ugljevik,56,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,256,256,0,0,0,"2,43",0,,
2012,Ugljevik,56,461,DNS-DEMOKRATSKI NARODNI SAVEZ,217,217,0,0,0,"2,06",0,,
2012,Ugljevik,56,279,PARTIJA UJEDINJENIH PENZIONERA,37,37,0,0,0,"0,35",0,,
2012,Ugljevik,56,561,NARODNA DEMOKRATSKA STRANKA,16,16,0,0,0,"0,15",0,,
2012,Ugljevik,56,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,15,14,1,0,0,"0,14",0,,
2012,Ugljevik,56,502,NARODNA STRANKA RADOM ZA BOLJITAK,5,5,0,0,0,"0,05",0,,
2012,Ugljevik,56,1186,NOVA SOCIJALISTICKA PARTIJA,4,3,0,1,0,"0,04",0,,
2012,Ugljevik,56,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0,0,0,0,0,"0,00",0,,
2012,Ugljevik,56,1291,REFORMSKA STRANKA,0,0,0,0,0,"0,00",0,,
2012,Drvar,57,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1850,1688,5,156,1,"46,54",9,,
2012,Drvar,57,461,DNS-DEMOKRATSKI NARODNI SAVEZ,1281,1195,25,60,1,"32,23",6,,
2012,Drvar,57,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,310,303,0,7,0,"7,80",1,,
2012,Drvar,57,74,SOCIJALISTICKA PARTIJA,200,189,1,10,0,"5,03",1,,
2012,Drvar,57,49,ZAVICAJNI SOCIJALDEMOKRATI MILE MARCETA,103,93,1,8,1,"2,59",0,,
2012,Drvar,57,502,NARODNA STRANKA RADOM ZA BOLJITAK,86,81,0,5,0,"2,16",0,,
2012,Drvar,57,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,74,72,0,2,0,"1,86",0,,
2012,Drvar,57,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,71,68,0,3,0,"1,79",0,,
2012,Kljuc,59,90,SDA-STRANKA DEMOKRATSKE AKCIJE,2779,2645,111,21,2,"40,33",10,,
2012,Kljuc,59,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,2415,2346,59,8,2,"35,05",9,,
2012,Kljuc,59,4,STRANKA ZA BOSNU I HERCEGOVINU,482,421,53,7,1,"6,99",2,,
2012,Kljuc,59,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,441,425,12,3,1,"6,40",2,,
2012,Kljuc,59,882,A-SDA STRANKA DEMOKRATSKE AKTIVNOSTI,357,352,3,2,0,"5,18",1,,
2012,Kljuc,59,1,BPS-SEFER HALILOVIC,312,308,2,2,0,"4,53",1,,
2012,Kljuc,59,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,105,98,5,2,0,"1,52",0,,
2012,Ribnik,61,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1759,1737,17,0,5,"41,19",7,,
2012,Ribnik,61,461,DNS-DEMOKRATSKI NARODNI SAVEZ,940,935,0,4,1,"22,01",4,,
2012,Ribnik,61,18,SDS-SRPSKA DEMOKRATSKA STRANKA,824,820,0,1,3,"19,30",4,,
2012,Ribnik,61,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,278,278,0,0,0,"6,51",1,,
2012,Ribnik,61,74,SOCIJALISTICKA PARTIJA,173,172,0,0,1,"4,05",1,,
2012,Ribnik,61,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,126,126,0,0,0,"2,95",0,,
2012,Ribnik,61,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,96,96,0,0,0,"2,25",0,,
2012,Ribnik,61,561,NARODNA DEMOKRATSKA STRANKA,74,74,0,0,0,"1,73",0,,
2012,Mrkonjic Grad,64,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4660,4600,8,51,1,"46,00",12,,
2012,Mrkonjic Grad,64,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1716,1696,10,10,0,"16,94",4,,
2012,Mrkonjic Grad,64,461,DNS-DEMOKRATSKI NARODNI SAVEZ,1191,1185,1,5,0,"11,76",3,,
2012,Mrkonjic Grad,64,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,792,784,3,5,0,"7,82",2,,
2012,Mrkonjic Grad,64,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,788,786,1,1,0,"7,78",2,,
2012,Mrkonjic Grad,64,74,SOCIJALISTICKA PARTIJA,759,749,3,7,0,"7,49",2,,
2012,Mrkonjic Grad,64,1525,BLAZEVIC MILORAD - NEZAVISNI KANDIDAT,114,112,2,0,0,"1,13",0,,
2012,Mrkonjic Grad,64,1186,NOVA SOCIJALISTICKA PARTIJA,69,69,0,0,0,"0,68",0,,
2012,Mrkonjic Grad,64,561,NARODNA DEMOKRATSKA STRANKA,41,40,1,0,0,"0,40",0,,
2012,Jajce,65,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3710,3576,84,49,1,"28,84",7,,
2012,Jajce,65,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3286,2885,383,16,2,"25,54",6,,
2012,Jajce,65,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1900,1816,65,19,0,"14,77",4,,
2012,Jajce,65,1625,HRVATSKA KOALICIJA ZA JAJCE (HDZ 1990 - HKDU BIH),981,926,45,10,0,"7,62",2,,
2012,Jajce,65,4,STRANKA ZA BOSNU I HERCEGOVINU,829,789,21,19,0,"6,44",2,,
2012,Jajce,65,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,821,792,25,4,0,"6,38",2,,
2012,Jajce,65,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,640,627,10,3,0,"4,97",1,,
2012,Jajce,65,366,HSS-NHI,388,372,12,4,0,"3,02",1,,
2012,Jajce,65,1220,GLAS NEZADOVOLJNIH GRADANA BIH - GNG BIH,311,300,4,7,0,"2,42",0,,
2012,Jezero,66,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,177,165,12,0,0,"22,10",3,,
2012,Jezero,66,1200,SRPSKA NAPREDNA STRANKA,169,167,2,0,0,"21,10",3,,
2012,Jezero,66,18,SDS-SRPSKA DEMOKRATSKA STRANKA,142,132,10,0,0,"17,73",3,,
2012,Jezero,66,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,82,79,3,0,0,"10,24",1,,
2012,Jezero,66,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,60,51,8,1,0,"7,49",1,,
2012,Jezero,66,4,STRANKA ZA BOSNU I HERCEGOVINU,48,33,14,1,0,"5,99",1,,
2012,Jezero,66,461,DNS-DEMOKRATSKI NARODNI SAVEZ,34,28,6,0,0,"4,24",1,,
2012,Jezero,66,74,SOCIJALISTICKA PARTIJA,28,28,0,0,0,"3,50",0,,
2012,Jezero,66,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,23,23,0,0,0,"2,87",0,,
2012,Jezero,66,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,19,15,3,1,0,"2,37",0,,
2012,Jezero,66,561,NARODNA DEMOKRATSKA STRANKA,19,19,0,0,0,"2,37",0,,
2012,Dobretici,67,1619,HRVATSKA KOALICIJA ZA POUGARJE HSP BIH HSS-NHI,417,248,159,0,10,"52,85",8,,
2012,Dobretici,67,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,298,203,90,0,5,"37,77",6,,
2012,Dobretici,67,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,48,47,0,0,1,"6,08",1,,
2012,Dobretici,67,502,NARODNA STRANKA RADOM ZA BOLJITAK,26,26,0,0,0,"3,30",0,,
2012,Knezevo,68,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1870,1837,0,28,5,"27,13",5,,
2012,Knezevo,68,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),921,914,0,4,3,"13,36",3,,
2012,Knezevo,68,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,755,749,2,3,1,"10,95",2,,
2012,Knezevo,68,18,SDS-SRPSKA DEMOKRATSKA STRANKA,701,692,0,8,1,"10,17",2,,
2012,Knezevo,68,461,DNS-DEMOKRATSKI NARODNI SAVEZ,515,509,0,4,2,"7,47",2,,
2012,Knezevo,68,561,NARODNA DEMOKRATSKA STRANKA,510,506,0,2,2,"7,40",2,,
2012,Knezevo,68,1200,SRPSKA NAPREDNA STRANKA,475,464,0,7,4,"6,89",1,,
2012,Knezevo,68,279,PARTIJA UJEDINJENIH PENZIONERA,365,364,0,1,0,"5,30",1,,
2012,Knezevo,68,74,SOCIJALISTICKA PARTIJA,260,260,0,0,0,"3,77",1,,
2012,Knezevo,68,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,163,160,0,3,0,"2,37",0,,
2012,Knezevo,68,1652,SRPSKA RADIKALNA STRANKA,146,146,0,0,0,"2,12",0,,
2012,Knezevo,68,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,139,139,0,0,0,"2,02",0,,
2012,Knezevo,68,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,67,62,0,5,0,"0,97",0,,
2012,Knezevo,68,4,STRANKA ZA BOSNU I HERCEGOVINU,5,5,0,0,0,"0,07",0,,
2012,Teslic,74,18,SDS-SRPSKA DEMOKRATSKA STRANKA,5704,5664,37,2,1,"25,33",8,,
2012,Teslic,74,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,4190,4005,184,1,0,"18,60",6,,
2012,Teslic,74,561,NARODNA DEMOKRATSKA STRANKA,2926,2920,3,0,3,"12,99",4,,
2012,Teslic,74,74,SOCIJALISTICKA PARTIJA,1297,1295,1,1,0,"5,76",2,,
2012,Teslic,74,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,1279,1278,0,1,0,"5,68",2,,
2012,Teslic,74,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,1215,1211,2,2,0,"5,39",2,,
2012,Teslic,74,90,SDA-STRANKA DEMOKRATSKE AKCIJE,1156,1138,13,5,0,"5,13",2,,
2012,Teslic,74,461,DNS-DEMOKRATSKI NARODNI SAVEZ,1004,1004,0,0,0,"4,46",1,,
2012,Teslic,74,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,914,899,10,1,4,"4,06",1,,
2012,Teslic,74,4,STRANKA ZA BOSNU I HERCEGOVINU,691,645,45,1,0,"3,07",1,,
2012,Teslic,74,996,EKOLOSKA DEMOKRATSKA STRANKA-EDS,621,620,0,0,1,"2,76",0,,
2012,Teslic,74,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,402,386,14,2,0,"1,78",0,,
