year,district.name,district.id,party,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,seats,minority,minority.elected
2008,Nevesinje,161,Demokratski Narodni Savez,226,0,1,1,1,,
2008,Nevesinje,161,Penzionerska Stranka Republike Strpske,186,0,0,0,0,,
2008,Nevesinje,161,Narodna Stranka Radom za Boljitak,66,0,0,0,0,,
2008,Nevesinje,161,Savez SDA-S BiH,32,5,13,0,0,,
2008,Bileca,180,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2212,0,7,1,8,,
2008,Bileca,180,Srpska Demokratska Stranka,1117,2,12,0,4,,
2008,Bileca,180,Srpska Radikalna Stranka Republike Srpske,736,0,3,0,3,,
2008,Bileca,180,Srpska Radikalna Stranka Dr. Vojislav Seselj,425,1,1,1,2,,
2008,Bileca,180,Socijalisticka Partija,392,0,4,0,1,,
2008,Bileca,180,Demokratski Narodni Savez,356,0,1,0,1,,
2008,Bileca,180,Partija Demokratskog Progresa,213,2,1,0,1,,
2008,Bileca,180,Penzionerska Stranka Republike Strpske,210,0,1,1,1,,
2008,Bileca,180,Biberdzic Kata,82,0,0,0,0,,
2008,Bileca,180,Narodna Stranka Radom za Boljitak,52,0,0,1,0,,
2008,Bileca,180,Vuckovic Obrad,51,0,0,0,0,,
2008,Bileca,180,Savez SDA-S BiH,5,12,0,0,0,,
2008,Ravno,181,"Hrvatska Koalicija za Ravno HDZ1990, HDZBiH",387,0,32,0,10,,
2008,Ravno,181,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,125,0,65,0,5,,
2008,Mostar / Istocni Mostar,158,Srpska Demokratska Stranka,47,0,0,0,9,,
2008,Gacko,164,Srpska Demokratska Stranka,1493,0,1,8,6,,
2008,Gacko,164,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1310,0,1,3,6,,
2008,Gacko,164,Partija Demokratskog Progresa,534,0,0,0,2,,
2008,Gacko,164,Pokret za Gacko,390,0,0,3,2,,
2008,Gacko,164,Srpska Radikalna Stranka Republike Srpske,388,0,1,0,2,,
2008,Gacko,164,Srpski Pokret Obnove Republike Srpske,347,0,0,2,2,,
2008,Gacko,164,Socijalisticka Partija,331,0,0,1,1,,
2008,Gacko,164,Demokratski Narodni Savez,113,0,0,0,0,,
2008,Gacko,164,Srpska Radikalna Stranka Dr. Vojislav Seselj,112,0,0,0,0,,
2008,Gacko,164,Radenko Todorovic,100,0,0,0,0,,
2008,Gacko,164,Penzionerska Stranka Republike Strpske,38,0,1,0,0,,
2008,Gacko,164,Savez SDA-S BiH,10,12,13,0,0,,
2008,Gacko,164,Socijaldemokratska Partija Bosne i Hercegovine,9,0,2,0,0,,
2008,Kalinovik,163,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,574,0,22,2,7,,
2008,Kalinovik,163,Srpska Demokratska Stranka,374,0,14,1,4,,
2008,Kalinovik,163,Pokret za Kalinovik,262,0,11,0,3,,
2008,Kalinovik,163,Partija Demokratskog Progresa,134,0,11,0,2,,
2008,Kalinovik,163,Srpska Radikalna Stranka Republike Srpske,117,0,4,0,1,,
2008,Kalinovik,163,Penzionerska Stranka Republike Strpske,35,0,2,0,0,,
2008,Kalinovik,163,Srpska Radikalna Stranka Dr. Vojislav Seselj,23,0,0,0,0,,
2008,Foca (RS),166,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2689,0,23,13,9,,
2008,Foca (RS),166,Socijalisticka Partija - Penzionerska Stranka RS - Pokret za Focu,2074,1,13,4,7,,
2008,Foca (RS),166,Srpska Demokratska Stranka,1644,0,11,1,5,,
2008,Foca (RS),166,Partija Demokratskog Progresa,1322,0,4,0,4,,
2008,Foca (RS),166,Demokratski Narodni Savez,625,0,5,1,2,,
2008,Foca (RS),166,Narodna Stranka Radom za Boljitak,460,0,4,0,1,,
2008,Foca (RS),166,Savez SDA-S BiH,150,50,218,0,1,,
2008,Foca (RS),166,Srpska Radikalna Stranka Republike Srpske,406,0,0,1,1,,
2008,Foca (RS),166,Srpska Radikalna Stranka Dr. Vojislav Seselj,284,0,2,0,1,,
2008,Foca (RS),166,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,287,0,0,0,0,,
2008,Foca (RS),166,Socijaldemokratska Partija Bosne i Hercegovine,12,11,15,0,0,,
2008,Foca (RS),166,Demokratska Narodna Zajednica BiH,15,0,1,0,0,,
2008,Foca (BiH),165,Stranka Demokratske Akcije,430,3,9,0,4,,
2008,Foca (BiH),165,Stranka za Bosnu i Hercegovinu,206,2,3,1,2,,
2008,Foca (BiH),165,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,183,1,4,0,2,,
2008,Foca (BiH),165,Socijaldemokratska Partija Bosne i Hercegovine,144,2,1,0,1,,
2008,Foca (BiH),165,Narodna Stranka Radom za Boljitak,113,0,4,0,1,,
2008,Foca (BiH),165,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,46,0,6,0,1,,
2008,Foca (BiH),165,Demokratska Narodna Zajednica BiH,30,0,0,0,0,,
2008,Gorazde,167,Stranka Demokratske Akcije,3152,64,13,1,8,,
2008,Gorazde,167,Stranka za Bosnu i Hercegovinu,2256,17,10,1,6,,
2008,Gorazde,167,Socijaldemokratska Partija Bosne i Hercegovine,2166,27,20,0,6,,
2008,Gorazde,167,Narodna Stranka Radom za Boljitak,1215,0,1,0,3,,
2008,Gorazde,167,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,493,7,2,0,1,,
2008,Gorazde,167,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,309,24,7,0,1,,
2008,Gorazde,167,Nasa Stranka,277,4,3,0,0,,
2008,Gorazde,167,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,214,0,1,0,0,,
2008,Gorazde,167,Sead Tafro,88,2,0,0,0,,
2008,Gorazde,167,Gradanska Demokratska Stranka BiH,76,0,0,0,0,,
2008,Gorazde,167,Demokratska Stranka Invalida Tuzla,17,0,0,0,0,,
2008,Gorazde,167,Demokratska Narodna Zajednica BiH,15,0,0,0,0,,
2008,Cajnice,169,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1032,0,9,1,7,,
2008,Cajnice,169,Srpska Demokratska Stranka,645,0,9,11,4,,
2008,Cajnice,169,Demokratski Narodni Savez,219,0,5,2,1,,
2008,Cajnice,169,Partija Demokratskog Progresa,172,0,0,0,1,,
2008,Cajnice,169,Savez SDA-S BiH,44,12,106,0,1,,
2008,Cajnice,169,Srpska Radikalna Stranka Dr. Vojislav Seselj,158,0,3,0,1,,
2008,Cajnice,169,Pokret za Cajnice,134,0,0,0,1,,
2008,Cajnice,169,Srpska Radikalna Stranka Republike Srpske,104,0,1,0,1,,
2008,Cajnice,169,Srpska Stranka Republike Srpske,72,0,1,0,0,,
2008,Cajnice,169,Penzionerska Stranka Republike Strpske,52,0,1,0,0,,
2008,Cajnice,169,Socijaldemokratska Partija Bosne i Hercegovine,5,1,0,4,0,,
2008,Gorazde / Novo Gorazde,168,Srpska Demokratska Stranka,405,2,1,0,4,,
2008,Gorazde / Novo Gorazde,168,Savez SDA-S BiH,311,1,28,0,4,,
2008,Gorazde / Novo Gorazde,168,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,171,0,1,0,2,,
2008,Gorazde / Novo Gorazde,168,Partija Demokratskog Progresa,133,2,3,0,2,,
2008,Gorazde / Novo Gorazde,168,Narodna Stranka Radom za Boljitak,128,1,0,0,1,,
2008,Gorazde / Novo Gorazde,168,Socijaldemokratska Partija Bosne i Hercegovine,60,2,9,0,1,,
2008,Gorazde / Novo Gorazde,168,Srpska Stranka Republike Srpske,60,0,0,0,1,,
2008,Gorazde / Novo Gorazde,168,Penzionerska Stranka Republike Strpske,10,0,1,0,0,,
2008,Rudo,170,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1106,0,18,1,5,,
2008,Rudo,170,Srpska Demokratska Stranka,574,0,5,0,3,,
2008,Rudo,170,Srpska Radikalna Stranka Republike Srpske,523,0,5,1,2,,
2008,Rudo,170,Pokret za Rudo,508,12,7,1,2,,
2008,Rudo,170,Partija Demokratskog Progresa,314,0,4,0,1,,
2008,Rudo,170,Demokratska Stranka Narodna Srpske,239,0,1,0,1,,
2008,Rudo,170,Demokratski Narodni Savez,159,0,1,3,1,,
2008,Rudo,170,Socijalisticka Partija,160,0,1,0,1,,
2008,Rudo,170,Srpska Radikalna Stranka Dr. Vojislav Seselj,136,0,3,0,1,,
2008,Rudo,170,Savez SDA-S BiH,63,19,28,0,0,,
2008,Rudo,170,Socijaldemokratska Partija Bosne i Hercegovine,40,8,6,1,0,,
2008,Rudo,170,Nasa Stranka,47,1,2,0,0,,
2008,Rudo,170,Penzionerska Stranka Republike Strpske,24,0,1,0,0,,
2008,Rudo,170,Narodna Stranka Radom za Boljitak,17,0,0,0,0,,
2008,Grad Mostar,199,Stranka Demokratske Akcije,10044,148,34,1,4,,
2008,Grad Mostar,199,Narodna Stranka Radom za Boljitak,8493,7,21,0,4,,
2008,Grad Mostar,199,Hrvatska Demokratska Zajednica BiH,8246,17,30,0,4,,
2008,Grad Mostar,199,Socijaldemokratska Partija Bosne i Hercegovine,3828,189,16,0,2,,
2008,Grad Mostar,199,Hrvatska Demokratska Zajednica 1990,3495,5,6,0,1,,
2008,Grad Mostar,199,HSP BiH Dapic - Dr. Jurisic - HNZ BiH,2603,1,1,0,1,,
2008,Grad Mostar,199,Stranka za Bosnu i Hercegovinu,1912,64,13,0,1,,
2008,Grad Mostar,199,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1063,35,4,0,0,,
2008,Grad Mostar,199,SNSD-PDP,959,8,18,0,0,,
2008,Grad Mostar,199,Hrvatsko Zajednistov Herceg-Bosne,847,0,0,0,0,,
2008,Grad Mostar,199,Nasa Stranka,658,24,0,0,0,,
2008,Grad Mostar,199,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,382,8,7,0,0,,
2008,Grad Mostar,199,Hrvatska Krscanska Demokratska Unija BiH,369,0,0,0,0,,
2008,Grad Mostar,199,Liberalno Demokratska Stranka BiH,182,5,0,0,0,,
2008,Grad Mostar,199,Ujedinjena Hrvatska Stranka Prava BiH,183,0,2,0,0,,
2008,Grad Mostar,199,Orucevic Nagib,48,0,0,0,0,,
2008,Grad Mostar,199,Demokratska Narodna Zajednica BiH,12,0,0,0,0,,
2008,Brcko District,200,Socijaldemokratska Partija Bosne i Hercegovine,9585,456,55,8,7,,
2008,Brcko District,200,SDS-DNS-PDP-SRS RS,8390,13,44,1,6,,
2008,Brcko District,200,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,5867,2,8,1,4,,
2008,Brcko District,200,Stranka za Bosnu i Hercegovinu,3599,98,13,2,3,,
2008,Brcko District,200,Hrvatska Demokratska Zajednica BiH,3444,157,15,2,2,,
2008,Brcko District,200,Nezavisna Demokratska Stranka - Demokratska Srpska Stranka,2743,2,4,1,2,,
2008,Brcko District,200,HDZ1990 HSS-NHI HSP,250,119,2,1,2,,
2008,Brcko District,200,Stranka Demokratske Akcije,2103,79,5,1,2,,
2008,Brcko District,200,Socijalisticka Partija - Penzionerska Stranka Republike Srpske,1965,0,4,0,1,,
2008,Brcko District,200,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,1065,77,11,0,0,,
2008,Brcko District,200,Bosnjacka Seljacka Stranka,578,8,11,0,0,,
2008,Brcko District,200,Koalicija za Bolje Brcko -  SDU - BDI,460,33,0,1,0,,
2008,Brcko District,200,Srpska Radikalna Stranka Dr. Vojislav Seselj,334,1,1,1,0,,
2008,Brcko District,200,Narodna Stranka Radom za Boljitak,316,0,0,0,0,,
2008,Brcko District,200,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,218,0,1,0,0,,
2008,Brcko District,200,Ahmetbasic Mirsada,197,4,2,0,0,,
2008,Brcko District,200,Za put i nova Rjesenja NS PPP Spors,201,1,1,0,0,,
2008,Brcko District,200,Lista za Brcko Distrikt BiH-BPS-SH-Brcanska Alternativa-BA,125,11,2,1,0,,
2008,Brcko District,200,BOSS - Bosanska Stranka - Mirnes Ajanovic,77,2,0,1,0,,
2008,Brcko District,200,Demokratska Stranka Invalida Tuzla,15,1,1,0,0,,
2008,Brcko District,200,Socijaldemokratska Partija Bosne i Hercegovine,158,,,,1,y,y
2008,Brcko District,200,Udruzenje Roma Romski San - Nezavisni Kandidat,71,,,,1,y,y
2008,Brcko District,200,Stranka Demokratske Akcije,60,,,,0,y,n
2008,Brcko District,200,Socijaldemokratska Partija Bosne i Hercegovine,43,,,,0,y,n
2008,Brcko District,200,Udruzenje Roma Romski San - Nezavisni Kandidat,31,,,,0,y,n
2008,Brcko District,200,Aljic Avdo,29,,,,0,y,n
2008,Brcko District,200,Narodna Demokratska Stranka,23,,,,0,y,n
2008,Brcko District,200,Livadic Fikret,11,,,,0,y,n
2008,Brcko District,200,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,8,,,,0,y,n
2008,Brcko District,200,Nezavisnih Lista BiH,8,,,,0,y,n
2008,Brcko District,200,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,3,,,,0,y,n
2008,Brcko District,200,Zavicajni Socijaldemokrati - Mile Marceta,0,,,,0,y,n
2008,Kostajnica,184,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,787,0,0,0,4,,
2008,Kostajnica,184,Srpska Demokratska Stranka,445,0,0,0,3,,
2008,Kostajnica,184,Socijalisticka Partija,387,0,0,0,2,,
2008,Kostajnica,184,Partija Demokratskog Progresa,329,0,0,0,2,,
2008,Kostajnica,184,Socijaldemokratska Partija Bosne i Hercegovine,324,1,1,0,2,,
2008,Kostajnica,184,Demokratski Narodni Savez,133,0,0,0,1,,
2008,Kostajnica,184,Stranka Demokratske Akcije,111,0,0,0,1,,
2008,Kostajnica,184,Demokratska Narodna Zajednica BiH,102,0,0,0,1,,
2008,Kostajnica,184,Stranka za Bosnu i Hercegovinu,92,9,0,0,1,,
2008,Kostajnica,184,Srpska Radikalna Stranka Republike Srpske,73,0,0,0,0,,
2008,Trebinje,182,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,4226,4,64,5,10,,
2008,Trebinje,182,Srpska Demokratska Stranka,2857,3,27,1,6,,
2008,Trebinje,182,Partija Demokratskog Progresa,2059,0,3,1,5,,
2008,Trebinje,182,Pokret za Trbinje,1531,7,29,2,3,,
2008,Trebinje,182,Socijalisticka Partija,1026,5,8,0,2,,
2008,Trebinje,182,Srpska Radikalna Stranka Republike Srpske,743,0,7,0,2,,
2008,Trebinje,182,Demokratski Narodni Savez,720,0,9,1,2,,
2008,Trebinje,182,Penzionerska Stranka Republike Strpske,426,0,14,0,0,,
2008,Trebinje,182,Savez SDA-S BiH,40,228,2,1,0,,
2008,Trebinje,182,Narodna Stranka Radom za Boljitak,196,1,2,0,0,,
2008,Trebinje,182,Srpska Radikalna Stranka Dr. Vojislav Seselj,193,0,3,0,0,,
2008,Trebinje,182,Dusan Minov,145,2,1,0,0,,
2008,Trebinje,182,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,124,5,2,0,0,,
2008,Trebinje,182,Socijaldemokratska Partija Bosne i Hercegovine,35,28,1,0,0,,
2008,Trebinje,182,Milan Sarenac,32,0,0,0,0,,
2008,Trebinje,182,Srpska Demokratska Stranka,51,,,,1,y,y
2008,Trebinje,182,Bosansko Demokratska Stranka,37,,,,0,y,n
2008,Trebinje,182,Zavicajni Socijaldemokrati - Mile Marceta,26,,,,0,y,n
2008,Trebinje,182,Nezavisnih Lista BiH,5,,,,0,y,n
2008,Usora,183,Hrvatska Demokratska Zajednica 1990,783,0,0,0,5,,
2008,Usora,183,HSS - NHI,573,3,0,5,4,,
2008,Usora,183,Hrvatska Demokratska Zajednica BiH,365,1,0,0,2,,
2008,Usora,183,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,206,0,0,0,1,,
2008,Usora,183,Socijaldemokratska Partija Bosne i Hercegovine,77,0,0,0,1,,
2008,Usora,183,Narodna Stranka Radom za Boljitak,55,0,1,0,0,,
2008,Usora,183,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,40,0,0,0,0,,
2008,Milici,185,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1985,0,5,1,8,,
2008,Milici,185,Srpska Demokratska Stranka,760,0,2,0,3,,
2008,Milici,185,Savez SDA-S BiH,460,66,154,2,3,,
2008,Milici,185,Partija Demokratskog Progresa,385,0,0,0,2,,
2008,Milici,185,Srpska Radikalna Stranka Dr. Vojislav Seselj,270,0,0,0,1,,
2008,Milici,185,Socijaldemokratska Partija Bosne i Hercegovine,40,1,4,0,0,,
2008,Milici,185,Penzionerska Stranka Republike Strpske,39,0,0,1,0,,
2008,Odzak / Vukosavlje,18,Socijaldemokratska Partija Bosne i Hercegovine,478,7,7,3,4,,
2008,Odzak / Vukosavlje,18,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,454,0,7,1,3,,
2008,Odzak / Vukosavlje,18,Savez SDA-S BiH,393,17,3,3,3,,
2008,Odzak / Vukosavlje,18,Partija Demokratskog Progresa,207,6,1,0,2,,
2008,Odzak / Vukosavlje,18,"Hrvatska Koalicjia-HDZBiH,HSS-NHI,HDZ1990",108,42,1,1,1,,
2008,Odzak / Vukosavlje,18,Srpska Demokratska Stranka,112,0,3,1,1,,
2008,Odzak / Vukosavlje,18,Socijalisticka Partija,57,0,0,0,0,,
2008,Odzak / Vukosavlje,18,Narodna Stranka Radom za Boljitak,25,0,4,1,0,,
