year,district.name,district.id,party,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,seats,minority,minority.elected
2008,Ugljevik,56,Demokratska Stranka Naroda Srpske,58,0,0,1,0,,
2008,Ugljevik,56,Narodna Demokratska Stranka,43,0,0,0,0,,
2008,Drvar,57,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2350,2,226,0,13,,
2008,Drvar,57,Hrvatska Koalicija za Drvar HDZ1990-HDZBiH-HSP-Dapic-Jurisic,282,0,0,0,1,,
2008,Drvar,57,Narodna Stranka Radom za Boljitak,178,0,4,0,1,,
2008,Drvar,57,Zavicajni Socijaldemokrati - Mile Marceta,151,1,17,0,1,,
2008,Drvar,57,Ugljesa Rodic,145,2,1,0,1,,
2008,Drvar,57,Socijalisticka Partija,131,3,7,0,1,,
2008,Drvar,57,Socijaldemokratska Unija Bosne i Hercegovine,113,1,9,0,1,,
2008,Drvar,57,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,63,0,5,0,0,,
2008,Drvar / Istocni Drvar,58,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,85,0,0,0,5,,
2008,Drvar / Istocni Drvar,58,Socijalisticka Partija,55,1,0,0,3,,
2008,Drvar / Istocni Drvar,58,Partija Demokratskog Progresa,38,1,0,0,2,,
2008,Drvar / Istocni Drvar,58,Zavicajni Socijaldemokrati - Mile Marceta,14,2,1,0,1,,
2008,Drvar / Istocni Drvar,58,Narodna Demokratska Stranka,4,0,0,0,0,,
2008,Drvar / Istocni Drvar,58,Penzionerska Stranka Republike Strpske,1,0,0,0,0,,
2008,Kljuc,59,Stranka Demokratske Akcije,2369,68,9,2,10,,
2008,Kljuc,59,Nezavisna Lista za Kljuc,1209,24,3,1,5,,
2008,Kljuc,59,Stranka za Bosnu i Hercegovinu,600,66,4,1,3,,
2008,Kljuc,59,Socijaldemokratska Partija Bosne i Hercegovine,491,11,0,0,2,,
2008,Kljuc,59,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,457,2,2,0,2,,
2008,Kljuc,59,E5 - Evropska Ekoloska Stranka,243,6,1,0,1,,
2008,Kljuc,59,Prava Lista Neovisnih Kandidata,187,5,2,1,1,,
2008,Kljuc,59,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,193,1,1,0,1,,
2008,Kljuc,59,Narodna Bosnjacka Stranka,134,0,2,0,0,,
2008,Kljuc,59,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,67,0,2,0,0,,
2008,Kljuc,59,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",63,0,0,0,0,,
2008,Kljuc,59,BOSS - Bosanska Stranka - Mirnes Ajanovic,6,9,0,0,0,,
2008,Petrovac,31,Demokratski Narodni Savez,311,0,0,0,7,,
2008,Petrovac,31,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,171,0,0,0,4,,
2008,Petrovac,31,Penzionerska Stranka Republike Strpske,13,0,0,0,0,,
2008,Ribnik,61,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2385,2,1,0,11,,
2008,Ribnik,61,Srpska Demokratska Stranka,600,0,1,3,3,,
2008,Ribnik,61,Partija Demokratskog Progresa,255,0,0,0,1,,
2008,Ribnik,61,Socijalisticka Partija,217,0,0,0,1,,
2008,Ribnik,61,Srpska Radikalna Stranka Republike Srpske,216,0,1,0,1,,
2008,Ribnik,61,Demokratski Narodni Savez,95,0,0,0,0,,
2008,Ribnik,61,Narodna Stranka Radom za Boljitak,71,0,0,0,0,,
2008,Ribnik,61,Zavicajni Socijaldemokrati - Mile Marceta,34,0,0,0,0,,
2008,Ribnik,61,Narodna Demokratska Stranka,23,0,0,0,0,,
2008,Ribnik,61,Penzionerska Stranka Republike Strpske,22,0,0,0,0,,
2008,Mrkonjic Grad,64,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,4309,7,23,2,11,,
2008,Mrkonjic Grad,64,Srpska Demokratska Stranka,1434,0,5,2,4,,
2008,Mrkonjic Grad,64,Partija Demokratskog Progresa,885,0,10,1,2,,
2008,Mrkonjic Grad,64,Srpska Radikalna Stranka Republike Srpske,775,0,1,2,2,,
2008,Mrkonjic Grad,64,Socijalisticka Partija,689,0,11,0,2,,
2008,Mrkonjic Grad,64,Demokratski Narodni Savez,567,0,2,0,2,,
2008,Mrkonjic Grad,64,Srpska Radikalna Stranka Dr. Vojislav Seselj,179,0,1,0,0,,
2008,Mrkonjic Grad,64,Slavko Lukic,164,4,0,0,0,,
2008,Mrkonjic Grad,64,Savez SDA-S BiH,100,21,3,0,0,,
2008,Mrkonjic Grad,64,Socijaldemokratska Partija Bosne i Hercegovine,32,5,4,0,0,,
2008,Mrkonjic Grad,64,Narodna Demokratska Stranka,38,0,0,1,0,,
2008,Jajce,65,Savez SDA-S BiH,6337,222,44,27,13,,
2008,Jajce,65,"Hrvatska Koalicija (HDZ BiH, HDZ 1990, HKDU BiH)",4461,245,15,224,9,,
2008,Jajce,65,Socijaldemokratska Partija Bosne i Hercegovine,988,52,6,3,2,,
2008,Jajce,65,HSS - NHI,502,19,3,5,1,,
2008,Jajce,65,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,280,4,0,11,0,,
2008,Jajce,65,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,125,0,3,0,0,,
2008,Jajce,65,Narodna Stranka Radom za Boljitak,122,3,1,0,0,,
2008,Jajce,65,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,111,0,9,0,0,,
2008,Jajce,65,Demokratska Unija Bosne I Herzegovina,56,0,0,2,0,,
2008,Jajce / Jezero,66,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,181,0,0,0,4,,
2008,Jajce / Jezero,66,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,125,0,0,0,3,,
2008,Jajce / Jezero,66,Srpska Demokratska Stranka,115,0,0,1,3,,
2008,Jajce / Jezero,66,Partija Demokratskog Progresa,110,0,0,0,2,,
2008,Jajce / Jezero,66,Savez SDA-S BiH,61,4,2,0,2,,
2008,Jajce / Jezero,66,Socijalisticka Partija,33,0,0,0,1,,
2008,Jajce / Jezero,66,Demokratski Narodni Savez,30,0,0,0,1,,
2008,Jajce / Jezero,66,Socijaldemokratska Partija Bosne i Hercegovine,21,3,0,0,1,,
2008,Dobretici,67,"Hrvatska Koalicija za Pougarje HSP-D-J, HDZ 1990",259,0,1,23,9,,
2008,Dobretici,67,Hrvatska Demokratska Zajednica BiH,145,6,0,12,5,,
2008,Dobretici,67,Demokratska Stranka Invalida Tuzla,41,0,0,0,1,,
2008,Skender Vakuf / Knezevo,68,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1590,0,13,14,6,,
2008,Skender Vakuf / Knezevo,68,Socijalisticka Partija,1057,6,4,8,4,,
2008,Skender Vakuf / Knezevo,68,Demokratski Narodni Savez,951,4,4,26,4,,
2008,Skender Vakuf / Knezevo,68,Partija Demokratskog Progresa,903,0,8,7,3,,
2008,Skender Vakuf / Knezevo,68,Srpska Demokratska Stranka,658,0,5,9,3,,
2008,Skender Vakuf / Knezevo,68,Narodna Demokratska Stranka,465,0,1,3,2,,
2008,Skender Vakuf / Knezevo,68,Penzionerski Demokratski Savez,465,0,1,3,2,,
2008,Skender Vakuf / Knezevo,68,Srpska Radikalna Stranka Dr. Vojislav Seselj,325,0,3,3,1,,
2008,Skender Vakuf / Knezevo,68,Demokratski Pokret Srpske - Depos,111,0,0,1,0,,
2008,Skender Vakuf / Knezevo,68,Narodna Stranka Radom za Boljitak,109,0,0,2,0,,
2008,Skender Vakuf / Knezevo,68,Savez SDA-S BiH,80,2,7,0,0,,
2008,Skender Vakuf / Knezevo,68,Srpska Radikalna Stranka Republike Srpske,67,0,0,1,0,,
2008,Skender Vakuf / Knezevo,68,Socijaldemokratska Partija Bosne i Hercegovine,33,4,0,0,0,,
2008,Kotor Varos,70,Partija Demokratskog Progresa,3355,6,3,15,8,,
2008,Kotor Varos,70,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2805,1,0,6,7,,
2008,Kotor Varos,70,Srpska Demokratska Stranka,1782,1,0,7,5,,
2008,Kotor Varos,70,Savez SDA-S BiH,870,121,19,4,3,,
2008,Kotor Varos,70,"Hrvatska Koalicija - HDZBiH, HSS-NHI, HDZ 1990",283,358,0,18,2,,
2008,Kotor Varos,70,Srpska Radikalna Stranka Republike Srpske,283,0,0,0,0,,
2008,Kotor Varos,70,Socijaldemokratska Partija Bosne i Hercegovine,99,16,3,0,0,,
2008,Kotor Varos,70,Penzionerska Stranka Republike Strpske,104,0,1,0,0,,
2008,Kotor Varos,70,Demokratski Narodni Savez,51,0,1,0,0,,
2008,Kotor Varos,70,Srpska Radikalna Stranka Dr. Vojislav Seselj,52,0,0,0,0,,
2008,Kotor Varos,70,Narodna Demokratska Stranka,50,0,0,0,0,,
2008,Teslic,74,Srpska Demokratska Stranka,5060,66,16,24,8,,
2008,Teslic,74,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,4223,8,5,0,6,,
2008,Teslic,74,Socijalisticka Partija,2481,1,1,4,4,,
2008,Teslic,74,Narodna Demokratska Stranka,2183,0,1,4,3,,
2008,Teslic,74,Savez SDA-S BiH,1586,60,9,1,3,3,
2008,Teslic,74,Partija Demokratskog Progresa,1240,3,0,2,2,,
2008,Teslic,74,Socijaldemokratska Unija Bosne i Hercegovine,1087,18,4,1,2,,
2008,Teslic,74,Srpska Radikalna Stranka Dr. Vojislav Seselj,1059,18,0,2,2,,
2008,Teslic,74,"Hrvatska Koalicija - HDZBiH, HSS-NHI, HDZ 1990",329,160,2,1,0,,
2008,Teslic,74,Demokratski Pokret Srpske - Depos,321,0,1,0,0,,
2008,Teslic,74,Milivoje Lazic,282,0,1,1,0,,
2008,Teslic,74,Demokratski Narodni Savez,250,0,0,0,0,,
2008,Teslic,74,Srpska Radikalna Stranka Republike Srpske,242,0,0,0,0,,
2008,Teslic,74,Penzionerska Stranka Republike Strpske,213,0,1,0,0,,
2008,Teslic,74,Narodna Stranka Radom za Boljitak,42,0,0,0,0,,
2008,Teslic,74,Srpska Radikalna Stranka Dr. Vojislav Seselj,57,,,,1,y,y
2008,Teslic,74,Udurzenje Slovenaca - Nezavisni Kandidat,54,,,,0,y,n
2008,Zepce,75,Hrvatska Demokratska Zajednica BiH,4801,14,1,5,11,,
2008,Zepce,75,Stranka Demokratske Akcije,2677,25,2,1,6,,
2008,Zepce,75,"Hrvatska Koalicija HDZ 1990, HSS-NHI za Zepce",1241,3,0,2,3,,
2008,Zepce,75,Stranka za Bosnu i Hercegovinu,947,14,1,1,2,,
2008,Zepce,75,Socijaldemokratska Partija Bosne i Hercegovine,437,4,0,0,1,,
2008,Zepce,75,Nezavisna Lista Zepce,303,2,1,0,0,,
2008,Zepce,75,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,183,3,0,0,0,,
2008,Zepce,75,Liberalno Demokratska Stranka BiH,127,5,0,0,0,,
2008,Zepce,75,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,129,0,0,0,0,,
2008,Zepce,75,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,95,0,12,0,0,,
2008,Zavidovici,77,Stranka Demokratske Akcije,4431,17,9,2,10,,
2008,Zavidovici,77,Socijaldemokratska Partija Bosne i Hercegovine,3520,6,4,4,8,,
2008,Zavidovici,77,Stranka za Bosnu i Hercegovinu,1575,7,2,2,3,,
2008,Zavidovici,77,BOSS - Bosanska Stranka - Mirnes Ajanovic,787,0,3,0,2,,
2008,Zavidovici,77,Narodna Stranka Radom za Boljitak,694,0,4,0,2,,
2008,Zavidovici,77,Narodna Bosnjacka Stranka,680,7,4,0,2,,
2008,Zavidovici,77,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,541,0,2,0,1,,
2008,Zavidovici,77,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,443,0,12,0,1,,
2008,Zavidovici,77,Demokratska Stranka Invalida Tuzla,289,0,0,0,0,,
2008,Zavidovici,77,Hrvatska Demokratska Zajednica BiH,235,3,1,0,0,,
2008,Zavidovici,77,Socijaldemokratska Unija Bosne i Hercegovine,145,0,1,0,0,,
2008,Zavidovici,77,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,42,0,0,0,0,,
2008,Zavidovici,77,Mustafa Hrkic,71,1,0,0,0,,
2008,Banovici,78,Stranka Demokratske Akcije,8535,3,12,11,15,,
2008,Banovici,78,Socijaldemokratska Partija Bosne i Hercegovine,2500,0,5,0,4,,
2008,Banovici,78,Stranka za Bosnu i Hercegovinu,930,0,2,1,2,,
2008,Banovici,78,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,416,0,2,1,1,,
2008,Banovici,78,BOSS - Bosanska Stranka - Mirnes Ajanovic,298,0,1,0,0,,
2008,Banovici,78,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,288,0,0,0,0,,
2008,Banovici,78,Liberalno Demokratska Stranka BiH,235,0,1,0,0,,
2008,Banovici,78,Demokratska Stranka Invalida Tuzla,102,0,0,0,0,,
2008,Banovici,78,Hrvatska Demokratska Zajednica BiH,24,0,0,0,0,,
2008,Banovici,78,Mehic Mehmed - Gari,101,,,,1,y,y
2008,Banovici,78,Gradanska Demokratska Stranka BiH,18,,,,0,y,n
2008,Banovici,78,Socijaldemokratska Partija Bosne i Hercegovine,13,,,,0,y,n
2008,Zivinice,79,Socijaldemokratska Partija Bosne i Hercegovine,6489,7,8,1,8,,
2008,Zivinice,79,Stranka Demokratske Akcije,5494,29,15,3,7,,
2008,Zivinice,79,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,3786,2,20,0,5,,
2008,Zivinice,79,Stranka za Bosnu i Hercegovinu,2733,6,1,1,3,,
2008,Zivinice,79,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,2340,2,0,0,3,,
2008,Zivinice,79,Stranka Udruzenih Nezavisnih Demokrata Bosne I Herzegovine,1671,1,0,1,2,,
2008,Zivinice,79,Narodna Stranka Radom za Boljitak,1158,0,2,0,1,,
2008,Zivinice,79,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1022,2,1,0,1,,
2008,Zivinice,79,Hrvatska Demokratska Zajednica BiH,772,1,0,1,0,,
2008,Zivinice,79,Liberalno Demokratska Stranka BiH,765,0,0,0,0,,
2008,Zivinice,79,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,321,0,0,0,0,,
2008,Zivinice,79,Demokratska Stranka Invalida Tuzla,214,0,3,0,0,,
2008,Zivinice,79,BOSS - Bosanska Stranka - Mirnes Ajanovic,56,1,0,0,0,,
2008,Zivinice,79,Partija Demokratskog Progresa,4,0,0,0,0,,
2008,Kalesija,80,Stranka Demokratske Akcije,4877,87,41,0,10,,
2008,Kalesija,80,Socijaldemokratska Partija Bosne i Hercegovine,4403,32,6,1,9,,
2008,Kalesija,80,Stranka za Bosnu i Hercegovinu,1335,8,4,0,3,,
2008,Kalesija,80,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1119,0,5,0,2,,
2008,Kalesija,80,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,1069,6,4,0,2,,
2008,Kalesija,80,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,761,5,0,2,2,,
2008,Kalesija,80,Narodna Stranka Radom za Boljitak,685,0,9,0,1,,
2008,Kalesija,80,BOSS - Bosanska Stranka - Mirnes Ajanovic,502,2,1,0,1,,
2008,Kalesija,80,Gradanska Demokratska Stranka BiH,338,4,0,0,0,,
2008,Kalesija,80,Liberalno Demokratska Stranka BiH,312,5,2,0,0,,
2008,Kalesija,80,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,166,3,7,0,0,,
2008,Kalesija,80,Nasa Stranka,119,3,0,0,0,,
2008,Kalesija,80,Demokratska Stranka Invalida Tuzla,68,0,3,0,0,,
2008,Kalesija,80,Partija Demokratskog Progresa,0,0,0,0,0,,
2008,Kalesija,80,Stranka Demokratske Akcije,56,,,,1,y,y
2008,Kalesija,80,Socijaldemokratska Partija Bosne i Hercegovine,44,,,,0,y,n
2008,Kalesija,80,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,36,,,,0,y,n
2008,Kalesija / Osmaci,81,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,786,0,14,0,5,,
2008,Kalesija / Osmaci,81,Demokratska Stranka Naroda Srpske,395,0,2,0,3,,
2008,Kalesija / Osmaci,81,Srpska Demokratska Stranka,388,0,3,0,3,,
2008,Kalesija / Osmaci,81,Savez SDA-S BiH,135,12,78,0,2,,
2008,Kalesija / Osmaci,81,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,189,0,0,0,1,,
2008,Kalesija / Osmaci,81,Partija Demokratskog Progresa,149,0,2,0,1,,
2008,Kalesija / Osmaci,81,Nasa Stranka,121,0,0,0,1,,
2008,Kalesija / Osmaci,81,Socijalisticka Partija,113,0,0,0,1,,
2008,Kalesija / Osmaci,81,Socijaldemokratska Partija Bosne i Hercegovine,47,0,19,0,0,,
2008,Kalesija / Osmaci,81,Petar Radic,52,0,2,0,0,,
2008,Kalesija / Osmaci,81,Narodna Stranka Radom za Boljitak,1,0,1,0,0,,
2008,Sapna,82,Stranka Demokratske Akcije,3058,31,30,3,8,,
2008,Sapna,82,Stranka za Bosnu i Hercegovinu,1417,31,10,3,4,,
2008,Sapna,82,Socijaldemokratska Partija Bosne i Hercegovine,694,5,4,0,2,,
2008,Sapna,82,BOSS - Bosanska Stranka - Mirnes Ajanovic,255,0,3,0,1,,
2008,Sapna,82,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,121,0,0,0,0,,
2008,Sapna,82,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,42,0,5,0,0,,
2008,Sapna,82,Demokratska Stranka Invalida Tuzla,43,0,0,0,0,,
2008,Sapna,82,Narodna Stranka Radom za Boljitak,42,0,0,0,0,,
2008,Zvornik,83,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,8531,0,6,0,10,,
2008,Zvornik,83,Demokratski Narodni Savez,6105,0,2,2,7,,
2008,Zvornik,83,Srpska Demokratska Stranka,3764,1,3,1,4,,
2008,Zvornik,83,Savez SDA-S BiH,2330,217,585,0,3,,
2008,Zvornik,83,Socijaldemokratska Partija Bosne i Hercegovine,1643,113,155,2,2,,
2008,Zvornik,83,Partija Demokratskog Progresa,1898,0,1,0,2,,
2008,Zvornik,83,Demokratska Stranka Naroda Srpske,1813,0,2,2,2,,
2008,Zvornik,83,Socijalisticka Partija,1291,0,0,1,1,,
2008,Zvornik,83,Srpska Radikalna Stranka Republike Srpske,711,0,0,0,0,,
2008,Zvornik,83,Demokratska Stranka,363,0,0,0,0,,
2008,Zvornik,83,Srpska Radikalna Stranka Dr. Vojislav Seselj,291,0,1,0,0,,
2008,Zvornik,83,Rajko Avramovic,33,1,0,0,0,,
2008,Zvornik,83,Demokratska Stranka Invalida Tuzla,13,9,2,2,0,,
2008,Zvornik,83,Liberalno Demokratska Stranka BiH,7,4,2,1,0,,
2008,Zvornik,83,Narodna Stranka Radom za Boljitak,7,6,0,1,0,,
2008,Zvornik,83,Bosansko Hercegovacka Podrinjska Narodna Stranka,6,0,6,0,0,,
2008,Zvornik,83,Narodna Demokratska Stranka,6,0,0,0,0,,
2008,Zvornik,83,Andelko Sakotic,6,0,0,0,0,,
2008,Zvornik,83,Velibor Dazic,4,4,0,0,0,,
2008,Zvornik,83,Dragan Ikonic,4,0,0,0,0,,
2008,Zvornik,83,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,3,1,0,0,0,,
2008,Zvornik,83,Dragoslav Lazic,3,3,0,0,0,,
2008,Zvornik,83,Goran Rudanovic,0,0,0,0,0,,
2008,Zvornik,83,Milos Tomic,1,0,0,0,0,,
2008,Bosansko Grahovo / Grahovo,84,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,474,40,55,0,6,,
2008,Bosansko Grahovo / Grahovo,84,Demokratski Narodni Savez,344,19,35,7,5,,
2008,Bosansko Grahovo / Grahovo,84,Hrvatska Demokratska Zajednica BiH,56,0,68,4,1,,
2008,Bosansko Grahovo / Grahovo,84,Narodna Stranka Radom za Boljitak,93,0,10,1,1,,
2008,Bosansko Grahovo / Grahovo,84,Partija Demokratskog Progresa,82,7,13,0,1,,
2008,Bosansko Grahovo / Grahovo,84,Socijaldemokratska Partija Bosne i Hercegovine,46,2,4,1,1,,
2008,Bosansko Grahovo / Grahovo,84,Socijaldemokratska Unija Bosne i Hercegovine,26,0,1,0,0,,
2008,Bosansko Grahovo / Grahovo,84,Srpska Demokratska Stranka,25,1,0,0,0,,
2008,Bosansko Grahovo / Grahovo,84,Hrvatska Demokratska Zajednica 1990,20,0,1,0,0,,
2008,Glamoc,85,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,528,8,38,0,3,,
2008,Glamoc,85,Stranka Demokratske Akcije,375,43,13,1,3,,
2008,Glamoc,85,Srpska Demokratska Stranka,309,36,16,0,2,,
2008,Glamoc,85,Hrvatska Demokratska Zajednica BiH,311,1,2,0,2,,
2008,Glamoc,85,Socijaldemokratska Unija Bosne i Hercegovine,162,75,10,2,2,,
2008,Glamoc,85,Partija Demokratskog Progresa,195,0,9,0,1,,
2008,Glamoc,85,Narodna Stranka Radom za Boljitak,192,0,2,0,1,,
2008,Glamoc,85,Hrvatska Koalicija HDZ1990-HKDU,176,0,2,0,1,,
2008,Glamoc,85,Zavicajni Socijaldemokrati - Mile Marceta,59,1,2,0,0,,
2008,Glamoc,85,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,45,0,1,0,0,,
2008,Glamoc,85,Stranka za Bosnu i Hercegovinu,21,1,0,0,0,,
2008,Sipovo,88,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,3121,0,10,3,10,,
2008,Sipovo,88,Narodna Demokratska Stranka,1120,0,14,0,4,,
2008,Sipovo,88,Partija Demokratskog Progresa,1003,0,4,1,3,,
2008,Sipovo,88,Srpska Demokratska Stranka,747,0,1,2,2,,
2008,Sipovo,88,Socijaldemokratska Partija Bosne i Hercegovine,48,5,6,0,0,,
2008,Sipovo,88,Srpska Radikalna Stranka Dr. Vojislav Seselj,54,0,2,0,0,,
2008,Sipovo,88,Savez SDA-S BiH,25,17,8,0,0,,
2008,Donji Vakuf,89,Socijaldemokratska Partija Bosne i Hercegovine,1391,19,9,0,6,,
2008,Donji Vakuf,89,Stranka Demokratske Akcije,1383,10,15,1,5,,
2008,Donji Vakuf,89,Liberalno Demokratska Stranka BiH,950,2,12,1,4,,
2008,Donji Vakuf,89,Stranka za Bosnu i Hercegovinu,873,0,3,2,3,,
2008,Donji Vakuf,89,BOSS - Bosanska Stranka - Mirnes Ajanovic,606,2,1,0,2,,
2008,Donji Vakuf,89,E5 - Evropska Ekoloska Stranka,244,2,1,0,1,,
2008,Donji Vakuf,89,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,152,0,3,0,0,,
2008,Donji Vakuf,89,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,116,0,1,0,0,,
2008,Donji Vakuf,89,Narodna Stranka Radom za Boljitak,96,0,0,0,0,,
2008,Donji Vakuf,89,Socijaldemokratska Unija Bosne i Hercegovine,47,0,0,0,0,,
2008,Donji Vakuf,89,Demokratski Narodni Savez,21,0,3,0,0,,
2008,Donji Vakuf,89,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,8,0,8,0,0,,
2008,Donji Vakuf,89,Socijaldemokratska Partija Bosne i Hercegovine,7,,,,1,y,y
2008,Donji Vakuf,89,Socijaldemokratska Partija Bosne i Hercegovine,2,,,,1,y,y
2008,Travnik,91,Stranka Demokratske Akcije,9272,37,28,2,15,,
2008,Travnik,91,Hrvatska Koalicija za Travnik,5645,64,17,3,9,,
2008,Travnik,91,Stranka za Bosnu i Hercegovinu,3086,17,8,1,5,,
2008,Travnik,91,Socijaldemokratska Partija Bosne i Hercegovine,1498,5,8,0,2,,
2008,Travnik,91,Narodna Stranka Radom za Boljitak,568,0,0,0,0,,
2008,Travnik,91,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",474,1,1,0,0,,
2008,Travnik,91,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,383,1,0,0,0,,
2008,Travnik,91,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,258,1,4,0,0,,
2008,Travnik,91,BOSS - Bosanska Stranka - Mirnes Ajanovic,230,0,1,0,0,,
2008,Travnik,91,Hrvatska Krscanska Demokratska Unija BiH,123,0,7,0,0,,
2008,Travnik,91,Nasa Stranka,127,0,1,0,0,,
2008,Travnik,91,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,124,3,0,0,0,,
2008,Travnik,91,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,60,0,7,0,0,,
2008,Travnik,91,Demokratska Stranka Invalida Tuzla,60,0,2,0,0,,
2008,Travnik,91,Demokratska Narodna Zajednica BiH,36,0,0,0,0,,
2008,Zenica,93,Stranka Demokratske Akcije,15507,47,31,0,15,,
2008,Zenica,93,Socijaldemokratska Partija Bosne i Hercegovine,5174,26,36,0,5,,
2008,Zenica,93,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,3314,5,9,0,3,,
2008,Zenica,93,Stranka za Bosnu i Hercegovinu,3103,16,8,0,3,,
2008,Zenica,93,Hrvatska Koalicija za Zenicu HDZ BiH HDZ1990 HSS-NHI HNZ,1885,10,9,2,2,,
2008,Zenica,93,Narodna Stranka Radom za Boljitak,1369,1,4,0,1,,
2008,Zenica,93,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,1101,1,2,0,1,,
2008,Zenica,93,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,875,0,8,0,0,,
2008,Zenica,93,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",608,3,0,0,0,,
2008,Zenica,93,Nasa Stranka,602,1,1,0,0,,
2008,Zenica,93,BOSS - Bosanska Stranka - Mirnes Ajanovic,412,0,3,0,0,,
2008,Zenica,93,E5 - Evropska Ekoloska Stranka,377,1,0,0,0,,
2008,Zenica,93,Demokratska Stranka Invalida Tuzla,283,0,0,0,0,,
2008,Zenica,93,Narodna Bosnjacka Stranka,173,2,0,0,0,,
2008,Zenica,93,Kolar Bogdan,79,3,2,0,0,,
2008,Zenica,93,Demokratska Narodna Zajednica BiH,74,0,0,0,0,,
2008,Zenica,93,Gradanska Demokratska Stranka BiH,49,0,0,0,0,,
2008,Zenica,93,Music Salko,137,,,,1,y,y
2008,Zenica,93,Music Adil,89,,,,0,y,n
2008,Kakanj,94,Stranka Demokratske Akcije,5694,16,6,0,11,,
2008,Kakanj,94,Socijaldemokratska Partija Bosne i Hercegovine,4097,8,13,1,8,,
2008,Kakanj,94,Stranka za Bosnu i Hercegovinu,2012,3,10,0,4,,
2008,Kakanj,94,Nezavisna Lista za Kakanj-K1,1693,0,1,0,3,,
2008,Kakanj,94,Hrvatska Demokratska Zajednica BiH,735,59,1,0,2,,
2008,Kakanj,94,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,564,0,2,0,1,,
2008,Kakanj,94,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,432,0,4,0,0,,
2008,Kakanj,94,BOSS - Bosanska Stranka - Mirnes Ajanovic,355,0,1,0,0,,
